pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 684.0, 2835,-29.1,-33.3,-30.2, 67, 89, 0.34, 65, 3.1
 683.0, 2845,-28.5,-30.1,-27.2, 86,114, 0.46, 57, 3.5
 679.0, 2888,-26.8,-28.8,-26.1, 83,107, 0.52, 25, 5.2
 677.0, 2909,-25.9,-28.2,-25.5, 81,104, 0.56, 25, 5.2
 641.0, 3306,-25.3,-42.3,-38.7, 19, 24, 0.14, 30, 5.2
 598.0, 3810,-26.1,-40.1,-36.6, 26, 33, 0.20, 37, 5.2
 592.0, 3883,-26.3,-44.3,-40.6, 17, 22, 0.13, 38, 5.2
 580.0, 4031,-27.0,-39.3,-35.9, 30, 39, 0.22, 40, 5.2
 569.0, 4169,-27.7,-34.7,-31.5, 51, 67, 0.35, 47, 5.2
 566.0, 4207,-27.9,-44.9,-41.2, 18, 24, 0.12, 49, 5.2
 563.0, 4246,-28.1,-36.1,-32.8, 46, 61, 0.31, 51, 5.2
 556.0, 4335,-28.6,-37.5,-34.1, 42, 56, 0.27, 55, 5.2
 523.0, 4772,-31.3,-44.3,-40.6, 27, 36, 0.14, 52, 5.4
 508.0, 4978,-32.5,-36.7,-33.4, 66, 91, 0.33, 51, 5.6
 500.0, 5090,-32.9,-39.9,-36.4, 50, 68, 0.24, 50, 5.7
 496.0, 5146,-33.2,-41.2,-37.6, 45, 62, 0.21, 45, 5.2
 484.0, 5319,-34.1,-45.1,-41.4, 32, 45, 0.14, 51, 5.5
 481.0, 5362,-34.3,-42.3,-38.7, 44, 62, 0.19, 52, 5.6
 454.0, 5764,-37.3,-41.0,-37.5, 68, 98, 0.23, 65, 6.5
 435.0, 6057,-39.1,-42.5,-38.9, 70,102, 0.21, 75, 7.2
 411.0, 6446,-41.5,-44.5,-40.8, 73,109, 0.18, 78, 7.2
 400.0, 6630,-42.7,-47.0,-43.2, 63, 95, 0.14, 80, 7.2
 303.0, 8447,-55.5,-60.2,-56.0, 56, 94, 0.04, 80,14.2
 300.0, 8510,-55.9,-60.9,-56.7, 53, 90, 0.03, 80,14.4
 294.0, 8638,-56.7,-62.2,-57.9, 50, 85, 0.03, 85,14.4
 287.0, 8790,-57.7,-63.7,-59.4, 46, 79, 0.03, 85,13.6
 277.0, 9013,-58.7,-63.1,-58.8, 57, 98, 0.03, 85,12.4
 262.0, 9363,-57.1,-76.1,-71.8,  7, 12, 0.00, 93, 8.1
 259.0, 9436,-56.6,-76.3,-72.0,  7, 11, 0.00, 95, 7.2
 250.0, 9660,-54.9,-76.9,-72.6,  5,  8, 0.00,110, 5.7
 220.0,10485,-52.5,-80.2,-76.0,  2,  4, 0.00,135, 4.1
 200.0,11100,-50.7,-82.7,-78.5,  1,  2, 0.00,160, 6.2
 198.0,11166,-50.1,-83.1,-78.9,  1,  2, 0.00,155, 6.2
 157.0,12690,-49.1,-83.8,-79.6,  1,  1, 0.00,185, 9.8
 150.0,12990,-48.9,-83.9,-79.8,  1,  1, 0.00,180,13.4
 145.0,13213,-48.5,-83.8,-79.7,  1,  1, 0.00,175,12.9
 123.0,14296,-46.7,-83.5,-79.4,  1,  1, 0.00,185,14.4
 121.0,14404,-46.5,-83.5,-79.4,  1,  1, 0.00,183,14.2
 111.0,14977,-45.8,-83.7,-79.5,  1,  1, 0.00,170,12.9
 100.0,15670,-44.9,-83.9,-79.8,  1,  1, 0.00,190,13.9
  91.0,16302,-44.1,-83.6,-79.5,  0,  1, 0.00,160,13.4
  86.0,16681,-43.6,-83.5,-79.3,  0,  1, 0.00,190,13.4
  84.0,16838,-43.4,-83.4,-79.3,  0,  1, 0.00,170,14.9
  81.0,17082,-43.1,-83.3,-79.2,  0,  1, 0.00,180,14.4
  71.0,17965,-42.0,-82.9,-78.8,  0,  1, 0.01,160,14.4
  70.0,18060,-41.9,-82.9,-78.7,  0,  1, 0.01,165,13.4
  60.0,19109,-40.1,-81.5,-77.4,  0,  1, 0.01,180,12.9
  54.0,19825,-38.8,-80.6,-76.4,  0,  1, 0.01,165,11.8
  51.0,20214,-38.1,-80.1,-75.9,  0,  1, 0.01,185,14.9
  50.9,20228,-38.1,-80.1,-75.9,  0,  1, 0.01,184,14.8
  50.0,20350,-38.3,-80.3,-76.1,  0,  1, 0.01,175,13.9
  45.9,20937,-39.5,-80.5,-76.3,  0,  1, 0.01,162,12.5
  44.0,21230,-38.3,-79.9,-75.7,  0,  1, 0.02,155,11.8
  43.0,21390,-37.6,-79.6,-75.3,  0,  1, 0.02,170,11.3
  41.0,21720,-36.2,-78.9,-74.6,  0,  1, 0.02,155,12.4
  39.0,22066,-34.7,-78.2,-73.9,  0,  1, 0.02,160, 9.3
  37.7,22301,-33.7,-77.7,-73.4,  0,  1, 0.03,173, 9.3
  37.0,22432,-34.5,-78.0,-73.7,  0,  1, 0.02,180, 9.3
  36.3,22566,-35.3,-78.3,-74.0,  0,  1, 0.02,166, 8.9
  35.0,22821,-34.9,-78.1,-73.9,  0,  1, 0.03,140, 8.2
  30.0,23900,-33.3,-77.3,-73.0,  0,  1, 0.03,165, 8.8
  28.0,24387,-32.6,-76.8,-72.5,  0,  1, 0.04,185, 8.8
  27.0,24643,-32.3,-76.5,-72.2,  0,  1, 0.04,160, 9.8
  20.0,26760,-29.3,-74.3,-70.0,  0,  1, 0.08,160, 8.2
  19.2,27052,-28.1,-74.1,-69.8,  0,  1, 0.09,148, 7.4
  19.0,27127,-28.1,-74.1,-69.8,  0,  1, 0.09,145, 7.2
  18.0,27514,-28.4,-73.9,-69.6,  0,  1, 0.10,170, 8.8
  17.0,27924,-28.6,-73.8,-69.5,  0,  1, 0.10,120, 9.3
  16.5,28138,-28.7,-73.7,-69.4,  0,  1, 0.11,   ,    
