pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 685.0, 2835,-30.1,-34.4,-31.2, 66, 89, 0.30, 60, 3.1
 681.0, 2877,-26.9,-30.6,-27.7, 71, 92, 0.44, 63, 3.1
 680.0, 2887,-26.7,-30.4,-27.5, 71, 92, 0.45, 64, 3.1
 668.0, 3016,-25.1,-31.1,-28.2, 57, 73, 0.43, 73, 3.2
 610.0, 3669,-29.7,-30.3,-27.4, 94,126, 0.51,119, 3.5
 546.0, 4451,-34.3,-38.5,-35.1, 66, 92, 0.25,175, 3.8
 500.0, 5060,-38.7,-41.8,-38.2, 72,106, 0.20,220, 4.1
 468.0, 5510,-42.3,-45.2,-41.5, 73,110, 0.14,253, 3.4
 430.0, 6079,-43.9,-47.5,-43.7, 67,103, 0.12,294, 2.4
 400.0, 6560,-46.7,-49.1,-45.2, 76,120, 0.11,330, 1.5
 352.0, 7400,-51.9,-53.2,-49.1, 86,141, 0.08,302, 1.3
 348.0, 7474,-52.1,-57.1,-52.9, 55, 90, 0.05,300, 1.3
 343.0, 7568,-52.7,-55.4,-51.3, 72,119, 0.06,297, 1.3
 333.0, 7759,-52.9,-59.9,-55.7, 42, 70, 0.04,290, 1.2
 317.0, 8077,-54.3,-59.3,-55.1, 54, 90, 0.04,280, 1.1
 312.0, 8179,-54.3,-63.3,-59.0, 32, 54, 0.02,276, 1.1
 303.0, 8366,-55.1,-60.1,-55.9, 54, 90, 0.04,270, 1.0
 300.0, 8430,-54.9,-62.9,-58.6, 36, 61, 0.03,290, 1.0
 297.0, 8494,-54.7,-67.7,-63.4, 19, 31, 0.01,274, 0.9
 283.0, 8804,-54.4,-69.6,-65.3, 14, 23, 0.01,200, 0.5
 250.0, 9600,-53.5,-74.5,-70.2,  6, 10, 0.01,185, 3.6
 241.0, 9837,-52.9,-76.0,-71.8,  4,  7, 0.01,205, 5.2
 239.0, 9890,-52.8,-76.4,-72.1,  4,  7, 0.00,195, 5.2
 210.0,10725,-50.7,-81.8,-77.7,  1,  2, 0.00,200, 5.2
 206.0,10849,-50.4,-82.7,-78.5,  1,  2, 0.00,185, 5.2
 203.0,10944,-50.1,-83.3,-79.1,  1,  2, 0.00,210, 5.2
 200.0,11040,-49.9,-83.9,-79.8,  1,  1, 0.00,185, 5.2
 199.0,11073,-49.8,-83.8,-79.7,  1,  1, 0.00,175, 5.2
 195.0,11205,-49.6,-83.6,-79.5,  1,  1, 0.00,190, 5.2
 190.0,11375,-49.3,-83.3,-79.1,  1,  1, 0.00,188, 5.3
 182.0,11656,-49.3,-83.5,-79.4,  1,  1, 0.00,185, 5.7
 172.0,12025,-49.4,-83.8,-79.7,  1,  1, 0.00,215, 6.7
 163.0,12377,-49.4,-84.1,-79.9,  1,  1, 0.00,180, 7.7
 150.0,12920,-49.5,-84.5,-80.4,  1,  1, 0.00,210, 6.7
 139.0,13419,-49.7,-86.7,-82.6,  1,  1, 0.00,183, 6.3
 134.0,13663,-49.0,-86.3,-82.2,  1,  1, 0.00,170, 6.2
 122.0,14287,-47.1,-85.3,-81.2,  1,  1, 0.00,170, 6.2
 119.0,14453,-46.6,-85.0,-80.9,  1,  1, 0.00,185, 6.2
 116.0,14623,-46.1,-84.7,-80.6,  0,  1, 0.00,175, 6.2
 113.0,14797,-45.5,-84.4,-80.3,  0,  1, 0.00,190, 6.2
 106.0,15222,-44.3,-83.7,-79.6,  0,  1, 0.00,170, 7.2
 102.0,15478,-43.5,-83.3,-79.2,  0,  1, 0.00,195, 8.2
 100.0,15610,-43.1,-83.1,-78.9,  0,  1, 0.00,190, 9.3
  95.0,15959,-42.5,-82.8,-78.6,  0,  1, 0.00,200, 9.8
  91.0,16253,-42.0,-82.5,-78.3,  0,  1, 0.00,180,11.3
  83.0,16879,-40.9,-82.0,-77.8,  0,  1, 0.01,190, 9.3
  78.0,17303,-40.2,-81.6,-77.4,  0,  1, 0.01,175,10.3
  75.0,17570,-39.7,-81.3,-77.1,  0,  1, 0.01,195,10.3
  70.0,18040,-38.9,-80.9,-76.7,  0,  1, 0.01,185,10.8
  51.0,20223,-35.5,-78.5,-74.3,  0,  1, 0.02,185, 7.7
  50.8,20250,-35.5,-78.5,-74.2,  0,  1, 0.02,183, 8.4
  50.0,20360,-35.9,-78.9,-74.7,  0,  1, 0.02,175,11.3
