pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 683.0, 2835,-28.7,-33.1,-30.0, 66, 87, 0.35, 65, 3.1
 682.0, 2846,-28.9,-31.6,-28.6, 77,103, 0.40, 64, 3.2
 676.0, 2909,-26.7,-29.9,-27.0, 74, 97, 0.47, 58, 3.5
 645.0, 3250,-25.7,-31.7,-28.7, 57, 74, 0.42, 28, 5.5
 642.0, 3284,-25.7,-33.9,-30.8, 46, 59, 0.34, 25, 5.7
 633.0, 3387,-25.5,-40.7,-37.2, 23, 29, 0.17, 35, 5.2
 632.0, 3398,-25.5,-41.5,-37.9, 21, 27, 0.16, 34, 5.2
 616.0, 3585,-25.5,-45.5,-41.7, 14, 18, 0.11, 23, 5.2
 613.0, 3620,-25.5,-44.5,-40.8, 15, 20, 0.12, 21, 5.2
 611.0, 3644,-25.6,-44.0,-40.3, 16, 21, 0.13, 20, 5.2
 602.0, 3751,-26.3,-41.9,-38.3, 22, 28, 0.16, 40, 5.7
 581.0, 4009,-27.9,-36.9,-33.6, 42, 55, 0.28, 23, 5.7
 577.0, 4058,-28.0,-39.0,-35.5, 34, 45, 0.23, 20, 5.7
 571.0, 4134,-28.1,-42.1,-38.5, 25, 33, 0.17, 24, 5.6
 556.0, 4325,-29.3,-35.3,-32.1, 56, 75, 0.34, 34, 5.4
 533.0, 4627,-30.7,-42.8,-39.1, 30, 40, 0.17, 50, 5.2
 526.0, 4721,-31.1,-45.1,-41.4, 24, 32, 0.13, 36, 5.9
 523.0, 4762,-31.4,-43.9,-40.2, 28, 38, 0.15, 30, 6.2
 510.0, 4940,-32.5,-38.8,-35.4, 53, 73, 0.26, 45, 5.7
 505.0, 5010,-32.9,-36.8,-33.5, 68, 94, 0.32, 38, 5.7
 500.0, 5080,-33.1,-40.1,-36.6, 49, 68, 0.23, 30, 5.7
 489.0, 5236,-34.3,-43.3,-39.6, 40, 55, 0.17, 39, 5.7
 477.0, 5407,-35.5,-43.0,-39.4, 46, 65, 0.18, 50, 5.7
 439.0, 5980,-39.3,-42.1,-38.5, 75,109, 0.22, 55, 6.4
 400.0, 6610,-43.3,-49.3,-45.4, 51, 78, 0.11, 60, 7.2
 384.0, 6884,-45.1,-52.1,-48.1, 45, 70, 0.08, 62, 7.9
 363.0, 7257,-47.9,-51.4,-47.4, 67,106, 0.09, 64, 8.9
 317.0, 8135,-54.3,-59.0,-54.8, 56, 94, 0.04, 70,11.3
 304.0, 8406,-56.3,-61.3,-57.1, 53, 91, 0.03, 70,10.2
 300.0, 8490,-56.7,-61.7,-57.5, 53, 91, 0.03, 70, 9.8
 291.0, 8683,-57.7,-62.7,-58.4, 53, 91, 0.03, 70, 9.3
 280.0, 8927,-57.0,-68.8,-64.5, 21, 36, 0.01, 70, 7.7
 278.0, 8973,-56.9,-69.9,-65.6, 18, 30, 0.01, 72, 7.6
 250.0, 9650,-54.7,-71.7,-67.4, 10, 18, 0.01,100, 5.2
 232.0,10131,-52.8,-76.2,-72.0,  4,  7, 0.01,120, 2.6
 227.0,10271,-52.3,-77.6,-73.3,  3,  5, 0.00,135, 5.2
 223.0,10386,-51.8,-78.6,-74.4,  3,  4, 0.00,130, 5.2
 210.0,10773,-50.3,-82.3,-78.1,  1,  2, 0.00,153, 5.2
 201.0,11058,-50.1,-82.1,-77.9,  1,  2, 0.00,170, 5.2
 200.0,11090,-50.1,-82.1,-77.9,  1,  2, 0.00,170, 5.2
 196.0,11222,-50.1,-82.3,-78.1,  1,  2, 0.00,155, 6.2
 192.0,11357,-50.0,-82.4,-78.3,  1,  2, 0.00,165, 7.7
 187.0,11529,-50.0,-82.7,-78.5,  1,  2, 0.00,155, 7.7
 181.0,11742,-49.9,-82.9,-78.8,  1,  2, 0.00,175, 7.2
 171.0,12114,-49.8,-83.4,-79.3,  1,  2, 0.00,175, 9.3
 164.0,12387,-49.7,-83.8,-79.6,  1,  1, 0.00,195,10.3
 151.0,12927,-49.5,-84.4,-80.3,  1,  1, 0.00,175,12.4
 150.0,12970,-49.5,-84.5,-80.4,  1,  1, 0.00,180,11.8
 148.0,13058,-49.5,-84.5,-80.4,  1,  1, 0.00,180,12.1
 119.0,14505,-46.3,-84.1,-79.9,  1,  1, 0.00,185,16.0
 106.0,15273,-44.6,-83.8,-79.7,  0,  1, 0.00,195,12.4
 100.0,15660,-43.7,-83.7,-79.6,  0,  1, 0.00,185,11.3
  86.0,16675,-42.9,-83.4,-79.2,  0,  1, 0.00,175,12.4
  83.0,16914,-42.8,-83.3,-79.1,  0,  1, 0.00,185,12.4
  72.0,17870,-42.0,-83.0,-78.8,  0,  1, 0.01,165,13.4
  70.0,18060,-41.9,-82.9,-78.7,  0,  1, 0.01,175,11.3
  67.0,18359,-41.5,-82.6,-78.4,  0,  1, 0.01,165,11.8
