pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 683.0, 2835,-29.9,-34.3,-31.1, 65, 88, 0.31, 75, 3.1
 678.0, 2888,-26.5,-31.2,-28.3, 64, 84, 0.42, 39, 4.6
 676.0, 2909,-26.2,-31.3,-28.3, 62, 81, 0.42, 25, 5.2
 671.0, 2963,-25.5,-31.5,-28.5, 57, 74, 0.41, 26, 5.0
 667.0, 3006,-24.7,-38.7,-35.3, 26, 33, 0.20, 26, 5.0
 664.0, 3039,-24.3,-35.3,-32.1, 35, 45, 0.29, 27, 4.9
 660.0, 3083,-24.5,-40.5,-37.0, 21, 27, 0.17, 27, 4.8
 654.0, 3149,-24.7,-32.7,-29.7, 47, 60, 0.38, 28, 4.7
 645.0, 3250,-24.5,-47.5,-43.7, 10, 13, 0.08, 30, 4.5
 638.0, 3330,-24.1,-49.1,-45.2,  8, 10, 0.07, 31, 4.4
 633.0, 3387,-24.1,-37.1,-33.8, 29, 37, 0.25, 32, 4.3
 618.0, 3562,-24.5,-42.5,-38.9, 17, 22, 0.15, 34, 3.9
 610.0, 3657,-25.1,-34.1,-31.0, 43, 55, 0.35, 35, 3.7
 600.0, 3777,-25.1,-45.1,-41.4, 14, 18, 0.11, 37, 3.5
 589.0, 3911,-25.7,-46.7,-42.9, 12, 16, 0.10, 39, 3.3
 563.0, 4237,-27.7,-36.7,-33.4, 42, 55, 0.29, 43, 2.7
 500.0, 5080,-33.1,-40.1,-36.6, 49, 68, 0.23, 55, 1.0
 496.0, 5137,-33.7,-39.7,-36.2, 55, 76, 0.25, 57, 1.1
 456.0, 5723,-37.1,-45.1,-41.4, 43, 62, 0.15, 78, 2.3
 444.0, 5907,-38.3,-40.7,-37.2, 78,113, 0.25, 84, 2.7
 440.0, 5970,-38.9,-41.5,-37.9, 76,111, 0.23, 87, 2.8
 436.0, 6033,-39.1,-47.1,-43.3, 42, 62, 0.13, 89, 2.9
 424.0, 6224,-40.3,-42.1,-38.5, 83,122, 0.22, 96, 3.3
 412.0, 6420,-41.3,-49.3,-45.4, 42, 62, 0.10,103, 3.7
 402.0, 6586,-42.5,-47.0,-43.2, 61, 92, 0.14,109, 4.1
 400.0, 6620,-42.7,-47.4,-43.6, 60, 90, 0.13,110, 4.1
 388.0, 6825,-43.7,-50.7,-46.7, 46, 70, 0.09,108, 4.5
 353.0, 7451,-48.7,-52.4,-48.4, 65,104, 0.08,102, 5.8
 343.0, 7639,-50.1,-55.1,-51.0, 55, 89, 0.06,100, 6.1
 342.0, 7658,-50.2,-55.2,-51.1, 56, 90, 0.06,100, 6.2
 304.0, 8415,-55.5,-59.5,-55.3, 61,103, 0.04, 90, 6.2
 300.0, 8500,-56.1,-60.0,-55.8, 61,104, 0.04, 90, 6.7
 296.0, 8586,-56.7,-61.2,-57.0, 57, 97, 0.03,103, 6.3
 291.0, 8694,-56.9,-60.0,-55.8, 68,116, 0.04,119, 5.9
 289.0, 8738,-56.8,-60.4,-56.1, 64,109, 0.04,125, 5.7
 285.0, 8827,-56.5,-61.1,-56.9, 56, 95, 0.04,129, 5.3
 273.0, 9100,-57.9,-60.1,-55.9, 76,130, 0.04,140, 4.1
 253.0, 9584,-56.5,-73.5,-69.2, 10, 17, 0.01,149, 3.7
 250.0, 9660,-56.1,-73.1,-68.8, 10, 17, 0.01,150, 3.6
 240.0, 9923,-55.0,-74.7,-70.4,  7, 12, 0.01,140, 5.2
 227.0,10282,-53.5,-76.8,-72.5,  4,  7, 0.00,160, 5.7
 221.0,10455,-52.7,-77.8,-73.6,  3,  5, 0.00,145, 6.2
 209.0,10815,-51.2,-80.0,-75.8,  2,  3, 0.00,155, 7.7
 202.0,11035,-50.3,-81.3,-77.1,  1,  2, 0.00,147, 7.3
 200.0,11100,-50.3,-81.3,-77.1,  1,  2, 0.00,145, 7.2
 197.0,11199,-50.2,-81.4,-77.2,  1,  2, 0.00,145, 6.7
 189.0,11470,-50.0,-81.8,-77.6,  1,  2, 0.00,160, 8.2
 176.0,11935,-49.7,-82.5,-78.3,  1,  2, 0.00,145, 9.3
 169.0,12201,-49.5,-82.8,-78.7,  1,  2, 0.00,165,10.3
 159.0,12599,-49.2,-83.4,-79.2,  1,  1, 0.00,150, 8.8
 150.0,12980,-48.9,-83.9,-79.8,  1,  1, 0.00,165, 9.8
 146.0,13158,-48.7,-83.9,-79.7,  1,  1, 0.00,175,10.3
 134.0,13724,-48.1,-83.8,-79.7,  1,  1, 0.00,160,13.9
 110.0,15027,-46.7,-83.7,-79.6,  1,  1, 0.00,167,13.5
 100.0,15660,-46.1,-83.1,-78.9,  1,  1, 0.00,170,13.4
  96.0,15934,-45.6,-83.1,-78.9,  1,  1, 0.00,155,12.9
  83.0,16909,-43.8,-82.9,-78.7,  1,  1, 0.01,185,12.9
  78.0,17325,-43.0,-82.8,-78.7,  0,  1, 0.01,165,19.0
  70.0,18050,-41.7,-82.7,-78.5,  0,  1, 0.01,170,14.9
  61.0,18987,-40.4,-81.8,-77.6,  0,  1, 0.01,170,11.8
  57.0,19448,-39.7,-81.4,-77.2,  0,  1, 0.01,150,13.4
  55.0,19691,-39.4,-81.1,-76.9,  0,  1, 0.01,170,12.4
  50.0,20340,-38.5,-80.5,-76.3,  0,  1, 0.01,165,11.3
  48.0,20620,-38.5,-80.5,-76.3,  0,  1, 0.01,190,10.8
  43.0,21374,-38.7,-80.7,-76.5,  0,  1, 0.01,170,13.4
  42.3,21487,-38.7,-80.7,-76.5,  0,  1, 0.01,173,13.6
  41.0,21703,-37.9,-80.2,-76.0,  0,  1, 0.02,180,13.9
  40.0,21874,-37.2,-79.8,-75.6,  0,  1, 0.02,160,12.9
  36.0,22604,-34.5,-78.2,-73.9,  0,  1, 0.02,160,12.9
  34.9,22818,-33.7,-77.7,-73.4,  0,  1, 0.03,146,10.6
  34.0,23002,-33.5,-77.5,-73.2,  0,  1, 0.03,135, 8.8
  32.0,23427,-33.0,-77.0,-72.7,  0,  1, 0.03,150, 7.2
  30.0,23880,-32.5,-76.5,-72.2,  0,  1, 0.04,175, 7.2
  28.0,24370,-31.9,-76.1,-71.8,  0,  1, 0.04,180, 9.8
  27.0,24628,-31.6,-75.9,-71.6,  0,  1, 0.05,150,11.3
  25.0,25175,-31.0,-75.4,-71.1,  0,  1, 0.05,185, 9.3
  23.0,25767,-30.3,-74.9,-70.6,  0,  1, 0.06,130,10.3
  22.0,26083,-29.9,-74.7,-70.4,  0,  1, 0.07,165, 7.2
  21.0,26413,-29.5,-74.4,-70.1,  0,  1, 0.08,145, 9.8
  20.0,26760,-29.1,-74.1,-69.8,  0,  1, 0.08,155, 9.8
  19.0,27127,-28.9,-74.1,-69.8,  0,  1, 0.09,185, 8.8
  18.0,27514,-28.6,-74.0,-69.7,  0,  1, 0.09,165,11.8
  17.0,27923,-28.4,-74.0,-69.7,  0,  1, 0.10,130, 5.2
  16.0,28357,-28.1,-73.9,-69.6,  0,  1, 0.11,180, 7.2
  15.4,28631,-27.9,-73.9,-69.6,  0,  1, 0.11,168, 8.1
  15.1,28772,-28.3,-73.3,-69.0,  1,  1, 0.12,162, 8.6
  15.0,28820,-28.2,-73.2,-68.9,  1,  1, 0.13,160, 8.8
  14.0,29319,-26.6,-72.3,-68.0,  1,  1, 0.16,165,10.3
  13.0,29855,-24.9,-71.3,-67.0,  1,  1, 0.20,155, 7.2
  12.1,30374,-23.3,-70.3,-66.0,  0,  1, 0.24,181, 5.2
  11.0,31067,-24.8,-71.2,-66.9,  0,  1, 0.23,215, 2.6
  10.2,31616,-25.9,-71.9,-67.6,  0,  1, 0.23,191,10.3
  10.0,31760,-24.7,-71.7,-67.4,  0,  1, 0.24,185,12.4
   9.0,32529,-23.9,-70.9,-66.5,  0,  1, 0.30,170,10.3
   8.4,33032,-23.3,-70.3,-66.0,  0,  1, 0.35,147, 7.6
   8.0,33392,-20.3,-68.6,-64.3,  0,  1, 0.47,130, 5.7
   7.5,33870,-20.9,-68.9,-64.6,  0,  1, 0.48,166, 5.4
   6.5,34935,-20.7,-68.7,-64.4,  0,  1, 0.56,191, 2.9
