pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 683.0, 2835,-30.1,-34.4,-31.2, 66, 89, 0.30, 55, 3.6
 682.0, 2845,-29.3,-30.7,-27.8, 88,117, 0.44, 47, 3.9
 678.0, 2888,-28.1,-30.9,-28.0, 77,101, 0.43, 15, 5.2
 676.0, 2909,-26.7,-34.7,-31.5, 47, 61, 0.30, 11, 5.2
 670.0, 2973,-26.7,-35.2,-32.0, 44, 57, 0.29,  0, 5.2
 646.0, 3237,-26.5,-37.5,-34.2, 35, 45, 0.24,351, 4.8
 626.0, 3465,-27.3,-37.3,-34.0, 38, 50, 0.25,344, 4.6
 600.0, 3770,-28.1,-38.1,-34.7, 38, 50, 0.24,334, 4.2
 593.0, 3855,-28.1,-46.1,-42.3, 16, 21, 0.10,331, 4.1
 562.0, 4240,-29.3,-45.3,-41.5, 20, 26, 0.12,318, 3.6
 548.0, 4420,-30.5,-35.5,-32.3, 62, 83, 0.34,312, 3.4
 545.0, 4459,-30.3,-37.3,-34.0, 50, 68, 0.29,311, 3.3
 503.0, 5028,-32.5,-38.5,-35.1, 55, 76, 0.27,291, 2.6
 500.0, 5070,-32.9,-38.9,-35.5, 55, 76, 0.26,290, 2.6
 477.0, 5400,-34.9,-38.2,-34.8, 72,101, 0.30,298, 2.0
 442.0, 5928,-37.7,-45.7,-41.9, 43, 62, 0.15,310, 1.2
 429.0, 6133,-39.1,-43.8,-40.1, 61, 89, 0.18,315, 0.9
 415.0, 6360,-40.1,-54.1,-50.0, 21, 31, 0.06,320, 0.5
 400.0, 6610,-41.9,-54.9,-50.8, 23, 34, 0.06,325, 1.0
 352.0, 7464,-48.3,-57.3,-53.1, 34, 55, 0.05, 34, 1.9
 337.0, 7749,-50.3,-53.1,-49.1, 72,117, 0.08, 57, 2.3
 327.0, 7945,-51.7,-54.8,-50.7, 69,113, 0.07, 74, 2.5
 300.0, 8500,-55.1,-57.9,-53.7, 71,119, 0.05,120, 3.1
 294.0, 8629,-55.9,-58.2,-54.0, 75,128, 0.05,115, 3.8
 287.0, 8782,-56.5,-67.5,-63.2, 24, 40, 0.02,109, 4.7
 283.0, 8871,-56.9,-67.0,-62.7, 27, 46, 0.02,105, 5.2
 278.0, 8984,-57.3,-66.3,-62.0, 31, 53, 0.02,110, 5.2
 269.0, 9191,-58.6,-61.7,-57.5, 67,116, 0.03,120, 5.2
 267.0, 9238,-58.9,-60.7,-56.5, 79,138, 0.04,120, 5.2
 263.0, 9332,-59.5,-62.7,-58.4, 66,115, 0.03,120, 5.2
 260.0, 9404,-59.3,-62.1,-57.8, 70,121, 0.03,121, 4.8
 255.0, 9526,-59.1,-71.1,-66.8, 20, 34, 0.01,123, 4.2
 250.0, 9650,-59.3,-68.3,-64.0, 30, 52, 0.02,125, 3.6
 248.0, 9700,-59.5,-67.5,-63.2, 35, 60, 0.02,126, 4.2
 243.0, 9828,-58.6,-70.5,-66.2, 20, 35, 0.01,130, 5.7
 239.0, 9931,-57.9,-72.9,-68.6, 13, 22, 0.01,127, 5.9
 226.0,10286,-56.7,-75.2,-70.9,  8, 14, 0.01,115, 6.7
 218.0,10514,-55.9,-76.6,-72.3,  6, 10, 0.01,135, 6.7
 200.0,11060,-54.1,-80.1,-75.9,  3,  4, 0.00,130, 8.8
 196.0,11191,-53.8,-80.3,-76.1,  3,  4, 0.00,125, 7.2
 182.0,11670,-52.9,-81.2,-77.0,  2,  3, 0.00,150, 6.7
 161.0,12462,-51.4,-82.7,-78.5,  1,  2, 0.00,140, 9.8
 156.0,12666,-51.0,-83.0,-78.9,  1,  2, 0.00,150,10.3
 150.0,12920,-50.5,-83.5,-79.4,  1,  2, 0.00,145,10.8
 134.0,13668,-48.8,-83.5,-79.4,  1,  1, 0.00,140,11.8
 131.0,13819,-48.5,-83.5,-79.4,  1,  1, 0.00,150,12.4
 100.0,15610,-44.5,-83.5,-79.4,  1,  1, 0.00,150,12.9
  80.0,17111,-42.1,-82.4,-78.2,  0,  1, 0.01,155,13.9
  78.0,17282,-41.9,-82.2,-78.1,  0,  1, 0.01,140,12.4
  71.0,17915,-40.9,-81.8,-77.6,  0,  1, 0.01,175,11.3
  70.0,18010,-40.7,-81.7,-77.5,  0,  1, 0.01,175,13.4
  67.0,18309,-40.3,-81.4,-77.2,  0,  1, 0.01,150,14.9
  61.0,18951,-39.5,-80.9,-76.7,  0,  1, 0.01,165,13.9
  57.0,19414,-38.9,-80.5,-76.3,  0,  1, 0.01,145,11.3
  55.0,19658,-38.5,-80.3,-76.0,  0,  1, 0.01,175,10.3
  52.0,20042,-38.0,-79.9,-75.7,  0,  1, 0.01,160,14.4
  50.0,20310,-37.7,-79.7,-75.5,  0,  1, 0.01,165,13.4
  48.0,20593,-37.6,-79.6,-75.3,  0,  1, 0.01,170,15.4
  47.0,20738,-37.5,-79.5,-75.3,  0,  1, 0.02,155,13.4
  45.0,21039,-37.4,-79.4,-75.1,  0,  1, 0.02,175,11.8
  40.0,21855,-37.0,-79.0,-74.8,  0,  1, 0.02,155, 7.7
  39.0,22030,-36.9,-78.9,-74.7,  0,  1, 0.02,180, 7.7
  38.5,22119,-36.9,-78.9,-74.7,  0,  1, 0.02,176, 8.6
  37.0,22398,-36.0,-78.3,-74.1,  0,  1, 0.02,165,11.3
  36.0,22591,-35.4,-77.9,-73.7,  0,  1, 0.03,185, 9.8
  34.0,22992,-34.1,-77.1,-72.8,  0,  1, 0.03,165, 8.8
  33.0,23201,-33.4,-76.7,-72.4,  0,  1, 0.03,195,11.3
  32.0,23417,-32.7,-76.2,-71.9,  0,  1, 0.04,165,12.9
  30.0,23870,-31.3,-75.3,-71.0,  0,  1, 0.05,170,12.9
  29.9,23894,-31.1,-75.1,-70.8,  1,  1, 0.05,169,12.5
  29.0,24111,-31.0,-75.1,-70.8,  0,  1, 0.05,160, 8.8
  28.0,24360,-30.9,-75.1,-70.8,  0,  1, 0.05,180,10.3
  26.0,24886,-30.6,-75.0,-70.7,  0,  1, 0.06,165, 6.7
  25.0,25165,-30.5,-75.0,-70.7,  0,  1, 0.06,160, 9.3
  24.0,25454,-30.4,-75.0,-70.7,  0,  1, 0.06,190, 6.7
  23.0,25757,-30.2,-75.0,-70.7,  0,  1, 0.06,185, 7.2
  20.7,26505,-29.9,-74.9,-70.6,  0,  1, 0.07,159,10.3
  20.0,26750,-29.3,-74.3,-70.0,  0,  1, 0.08,150,11.3
  19.0,27118,-28.2,-73.6,-69.3,  0,  1, 0.10,145, 8.8
  17.4,27750,-26.3,-72.3,-68.0,  0,  1, 0.13,169, 8.8
