pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 684.0, 2835,-29.1,-33.6,-30.5, 65, 87, 0.33, 65, 3.1
 681.0, 2866,-28.1,-30.2,-27.3, 82,108, 0.46, 65, 3.1
 678.0, 2898,-26.1,-29.6,-26.8, 72, 93, 0.49, 65, 3.1
 658.0, 3116,-24.3,-35.3,-32.1, 35, 45, 0.29, 67, 3.2
 632.0, 3409,-24.5,-42.5,-38.9, 17, 22, 0.14, 69, 3.3
 600.0, 3787,-25.7,-44.7,-41.0, 15, 19, 0.12, 71, 3.5
 594.0, 3859,-26.1,-35.1,-31.9, 43, 55, 0.33, 72, 3.6
 589.0, 3921,-26.1,-48.1,-44.2, 11, 14, 0.08, 72, 3.6
 583.0, 3995,-26.3,-49.3,-45.4, 10, 12, 0.07, 73, 3.6
 575.0, 4094,-26.5,-45.5,-41.7, 15, 19, 0.11, 73, 3.7
 567.0, 4195,-27.3,-35.3,-32.1, 47, 61, 0.34, 74, 3.7
 542.0, 4519,-29.5,-36.5,-33.2, 51, 68, 0.31, 76, 3.9
 528.0, 4705,-30.5,-40.5,-37.0, 37, 50, 0.21, 77, 3.9
 500.0, 5090,-33.1,-42.1,-38.5, 40, 55, 0.19, 80, 4.1
 485.0, 5304,-34.7,-43.7,-40.0, 40, 55, 0.16, 78, 4.3
 476.0, 5435,-35.3,-38.7,-35.3, 71,100, 0.28, 77, 4.4
 472.0, 5493,-35.5,-44.5,-40.8, 39, 56, 0.15, 77, 4.5
 467.0, 5568,-35.7,-45.7,-41.9, 35, 50, 0.14, 76, 4.5
 427.0, 6186,-39.9,-42.5,-38.9, 76,112, 0.21, 71, 5.1
 422.0, 6266,-40.4,-43.4,-39.7, 73,108, 0.20, 70, 5.2
 412.0, 6429,-41.4,-45.1,-41.4, 67,101, 0.17, 85, 6.2
 400.0, 6630,-42.7,-47.3,-43.5, 61, 92, 0.13, 85, 6.2
 395.0, 6715,-43.3,-47.9,-44.0, 60, 92, 0.13, 85, 6.4
 364.0, 7259,-47.1,-53.1,-49.1, 50, 79, 0.08, 87, 8.1
 313.0, 8240,-54.7,-58.1,-53.9, 66,111, 0.05, 89,11.1
 302.0, 8468,-56.2,-59.2,-55.0, 69,116, 0.04, 90,11.8
 301.0, 8489,-56.3,-59.3,-55.1, 69,117, 0.04, 90,11.8
 300.0, 8510,-56.3,-59.4,-55.2, 68,116, 0.04, 90,11.8
 287.0, 8789,-57.9,-62.1,-57.8, 58,101, 0.03, 95,11.3
 271.0, 9150,-56.7,-69.7,-65.3, 18, 31, 0.01,105, 7.7
 264.0, 9315,-56.1,-73.1,-68.8, 10, 17, 0.01, 99, 6.8
 259.0, 9436,-55.7,-73.1,-68.8, 10, 16, 0.01, 95, 6.2
 250.0, 9660,-55.1,-73.1,-68.8,  9, 15, 0.01,110, 4.6
 238.0, 9975,-54.1,-76.1,-71.8,  5,  8, 0.01,123, 4.3
 232.0,10140,-53.6,-77.0,-72.8,  4,  7, 0.00,130, 4.1
 213.0,10693,-51.8,-80.2,-76.0,  2,  3, 0.00,150, 5.7
 202.0,11036,-50.7,-82.1,-78.0,  1,  2, 0.00,140, 6.7
 200.0,11100,-50.5,-82.5,-78.3,  1,  2, 0.00,140, 6.2
 192.0,11367,-49.6,-82.5,-78.3,  1,  2, 0.00,165, 8.2
 191.0,11402,-49.5,-82.5,-78.3,  1,  2, 0.00,162, 8.4
 185.0,11611,-49.4,-82.7,-78.5,  1,  2, 0.00,145, 9.3
 175.0,11977,-49.3,-83.0,-78.8,  1,  2, 0.00,170, 7.2
