pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 253.0, 9484,-53.9,-73.9,-69.6,  7, 11, 0.01,186, 5.3
 251.0, 9534,-54.0,-74.0,-69.7,  7, 11, 0.01,185, 5.2
 250.0, 9560,-54.1,-74.1,-69.8,  7, 11, 0.01,190, 5.2
 236.0, 9934,-53.1,-76.2,-71.9,  4,  7, 0.01,210, 5.2
 227.0,10187,-52.4,-77.6,-73.3,  3,  5, 0.00,185, 5.2
 209.0,10724,-50.9,-80.5,-76.3,  2,  3, 0.00,200, 5.2
 202.0,10945,-50.3,-81.7,-77.6,  1,  2, 0.00,190, 5.2
 200.0,11010,-50.1,-82.1,-77.9,  1,  2, 0.00,195, 4.6
 195.0,11175,-50.0,-82.2,-78.0,  1,  2, 0.00,210, 5.2
 186.0,11484,-49.9,-82.5,-78.3,  1,  2, 0.00,185, 5.2
 178.0,11772,-49.9,-82.7,-78.5,  1,  2, 0.00,210, 5.7
 174.0,11920,-49.8,-82.8,-78.6,  1,  2, 0.00,190, 5.7
 166.0,12228,-49.7,-83.0,-78.8,  1,  2, 0.00,200, 5.2
 162.0,12387,-49.7,-83.1,-79.0,  1,  2, 0.00,190, 5.2
 155.0,12676,-49.6,-83.3,-79.2,  1,  1, 0.00,210, 5.2
 150.0,12890,-49.5,-83.5,-79.4,  1,  1, 0.00,190, 4.6
 147.0,13024,-49.2,-83.5,-79.3,  1,  1, 0.00,170, 5.7
 131.0,13789,-47.3,-83.3,-79.1,  1,  1, 0.00,175, 5.2
 120.0,14370,-45.9,-83.2,-79.0,  1,  1, 0.00,210, 5.2
 117.0,14538,-45.5,-83.1,-79.0,  1,  1, 0.00,190, 5.2
 113.0,14769,-44.9,-83.1,-78.9,  1,  1, 0.00,200, 5.2
 100.0,15580,-42.9,-82.9,-78.7,  0,  1, 0.00,160, 5.2
  93.0,16074,-42.0,-82.4,-78.2,  0,  1, 0.00,130, 5.7
  84.0,16768,-40.7,-81.7,-77.5,  0,  1, 0.01,120, 5.2
  80.0,17100,-40.1,-81.4,-77.2,  0,  1, 0.01,140, 7.2
  77.0,17361,-39.7,-81.1,-76.9,  0,  1, 0.01,115, 5.2
  74.0,17631,-39.2,-80.9,-76.7,  0,  1, 0.01,155, 5.2
  72.0,17818,-38.8,-80.7,-76.5,  0,  1, 0.01,135, 5.7
  70.0,18010,-38.5,-80.5,-76.3,  0,  1, 0.01,130, 6.7
  69.0,18109,-38.3,-80.4,-76.2,  0,  1, 0.01,130, 7.7
  68.0,18210,-38.2,-80.3,-76.1,  0,  1, 0.01,120, 8.8
  67.0,18312,-38.0,-80.2,-75.9,  0,  1, 0.01,110, 6.7
  61.0,18959,-37.0,-79.4,-75.2,  0,  1, 0.01,175, 2.6
  60.0,19073,-36.9,-79.3,-75.1,  0,  1, 0.01,165, 5.2
  58.0,19307,-36.5,-79.0,-74.8,  0,  1, 0.01,170, 5.7
  56.0,19549,-36.1,-78.8,-74.5,  0,  1, 0.01,150, 6.7
  53.0,19928,-35.5,-78.4,-74.1,  0,  1, 0.02,140, 6.7
  52.0,20060,-35.3,-78.2,-73.9,  0,  1, 0.02,105, 6.2
  51.0,20193,-35.1,-78.1,-73.8,  0,  1, 0.02,100, 5.2
  50.0,20330,-34.9,-77.9,-73.6,  0,  1, 0.02,155, 2.1
  48.0,20615,-34.6,-77.8,-73.6,  0,  1, 0.02,195, 5.2
  44.0,21223,-33.9,-77.7,-73.5,  0,  1, 0.02,155, 5.7
  43.0,21384,-33.7,-77.7,-73.4,  0,  1, 0.02,167, 6.4
  42.0,21549,-33.6,-77.6,-73.4,  0,  1, 0.02,180, 7.2
  40.0,21891,-33.5,-77.5,-73.2,  0,  1, 0.02,145,11.3
  39.0,22069,-33.4,-77.4,-73.2,  0,  1, 0.03,125, 7.7
  38.0,22251,-33.4,-77.4,-73.1,  0,  1, 0.03,135, 7.2
  37.0,22438,-33.3,-77.3,-73.0,  0,  1, 0.03,130, 7.2
  35.0,22828,-33.1,-77.1,-72.9,  0,  1, 0.03,165, 3.1
  33.0,23241,-33.0,-77.0,-72.7,  0,  1, 0.03,195, 5.2
  31.0,23680,-32.8,-76.8,-72.5,  0,  1, 0.04,170, 6.2
  30.0,23910,-32.7,-76.7,-72.4,  0,  1, 0.04,155, 6.2
  29.0,24150,-32.5,-76.6,-72.3,  0,  1, 0.04,165, 5.2
  28.0,24398,-32.3,-76.5,-72.2,  0,  1, 0.04,145, 5.7
  27.0,24656,-32.1,-76.3,-72.1,  0,  1, 0.04,175, 3.1
  26.0,24923,-31.9,-76.2,-71.9,  0,  1, 0.05,210, 5.2
  25.0,25201,-31.6,-76.1,-71.8,  0,  1, 0.05,180, 7.2
  24.0,25489,-31.4,-75.9,-71.6,  0,  1, 0.05,195, 5.7
  23.0,25791,-31.1,-75.8,-71.5,  0,  1, 0.06,185, 6.2
  22.0,26105,-30.9,-75.6,-71.3,  0,  1, 0.06,150, 5.7
  21.0,26435,-30.6,-75.5,-71.2,  0,  1, 0.06,190, 5.2
  20.0,26780,-30.3,-75.3,-71.0,  0,  1, 0.07,190, 5.7
  19.0,27146,-30.0,-75.0,-70.7,  0,  1, 0.08,180,10.8
  18.0,27532,-29.8,-74.8,-70.5,  0,  1, 0.08,105, 5.7
  17.0,27940,-29.5,-74.5,-70.2,  0,  1, 0.09,200, 5.2
  16.0,28372,-29.2,-74.2,-69.8,  0,  1, 0.10,115, 5.2
  14.1,29274,-28.5,-73.5,-69.2,  1,  1, 0.13,186, 4.7
