pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 680.0, 2835,-30.5,-35.0,-31.8, 65, 87, 0.29, 65, 3.1
 669.0, 2952,-28.3,-30.0,-27.1, 85,113, 0.47, 62, 3.0
 657.0, 3082,-28.5,-29.3,-26.5, 93,123, 0.52, 59, 2.9
 625.0, 3440,-28.5,-32.3,-29.3, 70, 92, 0.41, 51, 2.7
 619.0, 3509,-28.5,-38.5,-35.1, 38, 50, 0.22, 50, 2.6
 616.0, 3544,-28.7,-33.5,-30.4, 63, 84, 0.37, 49, 2.6
 606.0, 3661,-29.1,-32.0,-29.0, 76,101, 0.43, 46, 2.5
 601.0, 3721,-29.1,-37.1,-33.8, 46, 61, 0.26, 45, 2.5
 589.0, 3865,-29.7,-35.7,-32.5, 56, 75, 0.31, 42, 2.4
 583.0, 3938,-29.7,-40.7,-37.2, 34, 45, 0.19, 40, 2.3
 544.0, 4430,-32.3,-41.3,-37.7, 40, 55, 0.19, 29, 2.0
 539.0, 4495,-32.9,-37.9,-34.5, 61, 84, 0.27, 27, 1.9
 535.0, 4547,-33.1,-42.1,-38.5, 40, 55, 0.18, 26, 1.9
 532.0, 4587,-33.5,-37.5,-34.2, 67, 93, 0.29, 25, 1.9
 518.0, 4774,-34.9,-38.0,-34.6, 73,103, 0.28, 21, 1.7
 505.0, 4951,-35.9,-44.9,-41.2, 39, 56, 0.14, 17, 1.6
 500.0, 5020,-36.5,-41.4,-37.8, 60, 86, 0.20, 15, 1.5
 498.0, 5048,-36.7,-40.3,-36.8, 69, 99, 0.23, 16, 1.5
 477.0, 5346,-38.5,-41.1,-37.6, 76,111, 0.22, 26, 1.3
 400.0, 6540,-46.1,-50.8,-46.8, 59, 92, 0.09, 65, 0.5
 364.0, 7159,-50.1,-53.0,-49.0, 71,115, 0.08,103, 1.5
 333.0, 7734,-53.3,-62.3,-58.0, 33, 54, 0.03,138, 2.5
 323.0, 7930,-53.9,-57.4,-53.2, 65,109, 0.05,150, 2.8
 313.0, 8130,-54.7,-61.7,-57.5, 42, 70, 0.03,163, 3.1
 300.0, 8400,-56.1,-63.1,-58.8, 41, 70, 0.03,180, 3.6
 298.0, 8442,-56.3,-62.3,-58.0, 47, 79, 0.03,180, 4.1
 258.0, 9359,-54.2,-72.5,-68.2,  9, 15, 0.01,190, 5.7
