pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 679.0, 2835,-30.9,-35.5,-32.3, 64, 87, 0.27, 90, 5.7
 678.0, 2845,-30.9,-35.4,-32.2, 64, 87, 0.28, 80, 6.2
 672.0, 2909,-30.7,-34.9,-31.7, 67, 90, 0.29, 77, 6.0
 662.0, 3016,-26.9,-30.5,-27.6, 71, 93, 0.46, 72, 5.8
 652.0, 3126,-27.1,-30.3,-27.4, 74, 97, 0.47, 67, 5.5
 642.0, 3238,-26.9,-40.9,-37.4, 25, 33, 0.17, 62, 5.3
 638.0, 3283,-27.0,-36.5,-33.2, 40, 53, 0.27, 60, 5.2
 635.0, 3317,-27.1,-33.1,-30.0, 57, 74, 0.37, 60, 5.1
 624.0, 3443,-27.7,-40.7,-37.2, 28, 37, 0.18, 60, 4.8
 619.0, 3501,-28.1,-36.1,-32.8, 46, 61, 0.28, 61, 4.6
 607.0, 3641,-28.5,-37.5,-34.2, 42, 55, 0.25, 61, 4.3
 522.0, 4710,-34.9,-38.8,-35.4, 68, 95, 0.26, 64, 1.8
 500.0, 5010,-36.3,-41.1,-37.6, 61, 87, 0.21, 65, 1.0
 491.0, 5136,-36.9,-41.9,-38.3, 60, 86, 0.20, 65, 1.1
 400.0, 6530,-46.1,-49.9,-46.0, 65,102, 0.10, 65, 2.1
 358.0, 7257,-50.9,-54.2,-50.1, 68,110, 0.07, 30, 0.9
 326.0, 7860,-54.2,-57.6,-53.4, 66,110, 0.05,  0, 0.0
 325.0, 7880,-54.3,-57.7,-53.5, 66,110, 0.05,  6, 0.2
 313.0, 8120,-54.5,-59.3,-55.1, 55, 93, 0.04, 86, 2.0
 309.0, 8202,-54.9,-63.9,-59.6, 32, 54, 0.02,113, 2.7
 300.0, 8390,-55.3,-63.3,-59.0, 36, 61, 0.03,175, 4.1
 296.0, 8476,-55.6,-63.6,-59.4, 36, 61, 0.02,180, 5.2
 293.0, 8541,-55.9,-63.9,-59.6, 36, 61, 0.02,170, 5.7
 289.0, 8629,-55.7,-64.8,-60.5, 31, 53, 0.02,155, 5.2
 271.0, 9042,-54.9,-68.8,-64.5, 16, 27, 0.01,180, 5.2
 250.0, 9560,-53.9,-73.9,-69.6,  7, 11, 0.01,185, 5.7
 245.0, 9691,-53.4,-75.1,-70.8,  5,  9, 0.01,190, 5.2
 243.0, 9744,-53.1,-75.5,-71.2,  5,  8, 0.01,180, 5.2
 222.0,10328,-50.7,-80.7,-76.5,  2,  3, 0.00,205, 6.2
 214.0,10568,-50.2,-80.6,-76.3,  2,  3, 0.00,200, 6.2
 205.0,10849,-49.6,-80.4,-76.2,  2,  2, 0.00,170, 5.7
 200.0,11010,-49.3,-80.3,-76.1,  1,  2, 0.00,190, 4.6
 197.0,11109,-49.3,-80.5,-76.3,  1,  2, 0.00,205, 5.7
 188.0,11414,-49.1,-81.0,-76.8,  1,  2, 0.00,190, 5.2
 182.0,11626,-49.0,-81.3,-77.2,  1,  2, 0.00,215, 6.2
 176.0,11845,-48.9,-81.7,-77.5,  1,  2, 0.00,215, 7.7
 172.0,11996,-48.9,-82.0,-77.8,  1,  2, 0.00,195, 8.8
 165.0,12267,-48.8,-82.4,-78.3,  1,  2, 0.00,175, 6.2
 162.0,12387,-48.7,-82.6,-78.5,  1,  2, 0.00,195, 5.2
 155.0,12676,-48.6,-83.1,-79.0,  1,  1, 0.00,195, 5.7
 150.0,12890,-48.5,-83.5,-79.4,  1,  1, 0.00,175, 6.2
 149.0,12934,-48.5,-83.5,-79.4,  1,  1, 0.00,175, 6.2
 137.0,13487,-48.0,-83.7,-79.6,  1,  1, 0.00,200, 6.7
 131.0,13782,-47.8,-83.8,-79.7,  1,  1, 0.00,190, 6.2
 126.0,14038,-47.6,-83.9,-79.8,  1,  1, 0.00,200, 7.2
 115.0,14639,-47.1,-84.1,-80.0,  1,  1, 0.00,204, 6.8
 113.0,14756,-46.6,-84.0,-79.8,  1,  1, 0.00,205, 6.7
 104.0,15309,-44.2,-83.4,-79.2,  1,  1, 0.00,175, 7.7
 100.0,15570,-43.1,-83.1,-78.9,  0,  1, 0.00,175, 7.7
  92.0,16136,-42.1,-82.5,-78.4,  0,  1, 0.00,195, 7.2
  89.0,16361,-41.7,-82.3,-78.1,  0,  1, 0.01,190, 5.7
  75.0,17522,-39.6,-81.2,-77.0,  0,  1, 0.01,160, 7.7
  73.0,17705,-39.2,-81.0,-76.8,  0,  1, 0.01,160, 6.7
  71.0,17894,-38.9,-80.8,-76.6,  0,  1, 0.01,190, 6.7
  70.0,17990,-38.7,-80.7,-76.5,  0,  1, 0.01,185, 8.8
  66.0,18399,-37.9,-80.0,-75.8,  0,  1, 0.01,190,10.8
  64.0,18613,-37.4,-79.7,-75.5,  0,  1, 0.01,160,10.8
  58.0,19298,-36.0,-78.6,-74.3,  0,  1, 0.01,175, 7.7
  55.0,19667,-35.3,-78.0,-73.7,  0,  1, 0.02,160, 8.2
  52.0,20057,-34.5,-77.3,-73.1,  0,  1, 0.02,195, 7.2
  50.0,20330,-33.9,-76.9,-72.6,  1,  1, 0.02,180, 8.8
  47.0,20765,-33.2,-76.7,-72.4,  0,  1, 0.02,190, 9.3
  46.0,20916,-33.0,-76.6,-72.3,  0,  1, 0.02,170, 9.3
  43.1,21374,-32.3,-76.3,-72.0,  0,  1, 0.03,175,12.7
  43.0,21390,-32.3,-76.3,-72.0,  0,  1, 0.03,175,12.9
  39.0,22077,-33.6,-76.8,-72.5,  0,  1, 0.03,155, 6.2
  38.1,22241,-33.9,-76.9,-72.6,  1,  1, 0.03,173, 4.3
  38.0,22259,-33.9,-76.9,-72.6,  0,  1, 0.03,175, 4.1
