pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 685.0, 2835,-26.5,-30.4,-27.5, 70, 90, 0.45,320, 3.1
 684.0, 2846,-25.3,-27.8,-25.1, 80,102, 0.57,318, 2.6
 683.0, 2856,-25.6,-28.1,-25.4, 79,102, 0.55,315, 2.1
 679.0, 2899,-26.7,-29.5,-26.7, 77,100, 0.49,311, 2.2
 611.0, 3664,-24.1,-26.8,-24.2, 78, 99, 0.70,235, 4.0
 585.0, 3980,-25.9,-29.0,-26.2, 75, 97, 0.60,204, 4.8
 574.0, 4118,-25.6,-28.7,-26.0, 75, 97, 0.62,190, 5.2
 561.0, 4284,-25.3,-28.4,-25.7, 75, 97, 0.66,205, 6.7
 559.0, 4310,-25.3,-28.4,-25.7, 75, 97, 0.66,205, 6.7
 519.0, 4842,-29.0,-32.4,-29.4, 73, 97, 0.49,210, 6.7
 500.0, 5110,-30.9,-34.4,-31.2, 71, 96, 0.42,195,11.8
 485.0, 5326,-32.3,-35.2,-32.0, 75,103, 0.40,200,11.8
 458.0, 5727,-34.3,-37.4,-34.1, 73,102, 0.33,210,11.8
 416.0, 6400,-37.7,-41.2,-37.6, 70,101, 0.25,199,14.8
 400.0, 6670,-39.9,-43.9,-40.2, 65, 97, 0.20,195,16.0
 374.0, 7123,-43.7,-46.6,-42.8, 73,111, 0.16,195,18.4
 300.0, 8560,-55.1,-60.1,-55.9, 54, 90, 0.04,195,26.2
 290.0, 8777,-56.7,-62.7,-58.4, 47, 79, 0.03,198,28.8
 282.0, 8953,-58.1,-63.5,-59.2, 50, 86, 0.03,200,30.9
 263.0, 9393,-61.5,-65.4,-61.1, 60,106, 0.02,195,29.9
 256.0, 9561,-60.5,-69.7,-65.4, 29, 50, 0.01,190,28.3
 255.0, 9586,-60.3,-70.3,-66.0, 26, 45, 0.01,190,27.8
 250.0, 9710,-60.5,-69.5,-65.2, 30, 52, 0.01,190,25.2
 241.0, 9938,-59.5,-70.5,-66.2, 23, 39, 0.01,192,24.8
 216.0,10625,-56.7,-80.7,-76.5,  3,  6, 0.00,197,23.5
 200.0,11110,-57.1,-82.1,-77.9,  3,  5, 0.00,200,22.6
 180.0,11779,-55.5,-83.2,-79.0,  2,  3, 0.00,200,22.1
 165.0,12332,-54.1,-84.1,-80.0,  1,  2, 0.00,191,14.4
 164.0,12371,-54.2,-84.2,-80.1,  1,  2, 0.00,190,13.9
 150.0,12940,-55.3,-86.3,-82.2,  1,  2, 0.00,190,16.0
 145.0,13156,-55.9,-86.9,-82.8,  1,  2, 0.00,196,17.2
 138.0,13476,-55.0,-86.8,-82.8,  1,  2, 0.00,205,19.0
 124.0,14167,-53.0,-86.7,-82.7,  1,  1, 0.00,195,17.5
 115.0,14654,-51.6,-86.6,-82.6,  1,  1, 0.00,210,13.9
 105.0,15242,-49.9,-86.5,-82.5,  1,  1, 0.00,190,16.5
 103.0,15366,-49.5,-86.5,-82.4,  1,  1, 0.00,200,15.7
 100.0,15560,-49.9,-86.9,-82.8,  1,  1, 0.00,215,14.4
  97.0,15761,-49.4,-86.8,-82.7,  1,  1, 0.00,195,11.8
  94.0,15967,-48.8,-86.6,-82.6,  0,  1, 0.00,205,14.9
  90.0,16254,-48.0,-86.5,-82.4,  0,  1, 0.00,190,12.9
  86.3,16530,-47.3,-86.3,-82.2,  0,  1, 0.00,208,14.8
  84.0,16711,-45.9,-85.4,-81.3,  0,  1, 0.00,220,16.0
  81.0,16955,-44.1,-84.2,-80.1,  0,  1, 0.00,210,20.1
  77.3,17269,-41.7,-82.7,-78.5,  0,  1, 0.01,187,14.8
  77.0,17295,-41.8,-82.7,-78.6,  0,  1, 0.01,185,14.4
  72.2,17730,-43.3,-83.3,-79.1,  0,  1, 0.01,195,13.0
  70.0,17940,-41.1,-82.1,-77.9,  0,  1, 0.01,200,12.4
  67.4,18198,-38.9,-80.9,-76.7,  0,  1, 0.01,202,13.5
  62.0,18773,-38.1,-80.1,-75.9,  0,  1, 0.01,205,16.0
  61.0,18885,-37.9,-79.9,-75.7,  0,  1, 0.01,220,14.4
  58.5,19173,-37.5,-79.5,-75.3,  0,  1, 0.01,212,18.7
  58.0,19233,-37.2,-79.3,-75.1,  0,  1, 0.01,210,19.6
  56.0,19477,-35.8,-78.4,-74.2,  0,  1, 0.02,195,17.0
  53.0,19862,-33.6,-77.1,-72.8,  0,  1, 0.02,205,13.4
  51.3,20089,-32.3,-76.3,-72.0,  0,  1, 0.02,202,15.1
  50.0,20270,-32.5,-76.5,-72.2,  0,  1, 0.02,200,16.5
  46.6,20764,-34.5,-77.5,-73.2,  0,  1, 0.02,200,15.9
  41.0,21667,-31.5,-75.9,-71.6,  0,  1, 0.03,200,14.9
  38.6,22093,-30.1,-75.1,-70.8,  0,  1, 0.04,212,16.6
  38.0,22204,-30.2,-75.1,-70.9,  0,  1, 0.04,215,17.0
  35.0,22787,-30.8,-75.4,-71.1,  0,  1, 0.04,175,11.8
  34.0,22993,-31.0,-75.5,-71.2,  0,  1, 0.04,185, 7.7
  33.0,23204,-31.3,-75.5,-71.2,  0,  1, 0.04,230,10.3
  32.0,23423,-31.5,-75.6,-71.3,  0,  1, 0.04,235,13.4
  31.1,23625,-31.7,-75.7,-71.4,  0,  1, 0.04,222,13.8
  31.0,23648,-31.6,-75.6,-71.4,  0,  1, 0.04,220,13.9
  30.0,23880,-31.1,-75.1,-70.8,  1,  1, 0.05,215,13.4
  29.0,24122,-30.7,-75.0,-70.7,  0,  1, 0.05,220, 7.7
  27.0,24631,-29.8,-74.7,-70.4,  0,  1, 0.06,230,13.9
  24.0,25471,-28.3,-74.2,-69.9,  0,  1, 0.07,200,13.9
  23.7,25560,-28.1,-74.1,-69.8,  0,  1, 0.07,   ,    
