pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 689.0, 2835,-30.9,-35.7,-32.5, 63, 85, 0.27,100, 4.6
 685.0, 2876,-29.8,-34.4,-31.3, 64, 86, 0.30, 70, 5.2
 684.0, 2887,-29.5,-34.1,-31.0, 64, 86, 0.31, 70, 5.2
 680.0, 2929,-25.7,-34.7,-31.5, 43, 55, 0.30, 71, 5.2
 661.0, 3135,-24.5,-35.5,-32.3, 35, 45, 0.28, 76, 5.4
 588.0, 3977,-28.7,-42.1,-38.5, 26, 35, 0.16, 95, 6.2
 546.0, 4511,-31.3,-46.3,-42.5, 21, 29, 0.11, 81, 7.1
 524.0, 4801,-33.1,-50.1,-46.2, 17, 23, 0.07, 73, 7.6
 517.0, 4896,-33.7,-49.2,-45.3, 19, 27, 0.08, 70, 7.7
 500.0, 5130,-35.1,-47.1,-43.3, 28, 40, 0.11, 70, 6.7
 440.0, 6001,-40.7,-51.5,-47.5, 30, 45, 0.08, 85, 7.7
 429.0, 6173,-41.8,-52.4,-48.4, 31, 46, 0.07, 95, 8.2
 401.0, 6633,-44.7,-54.7,-50.6, 32, 49, 0.06,100,11.2
 400.0, 6650,-44.7,-54.7,-50.6, 32, 49, 0.06,100,11.3
 396.0, 6717,-44.9,-59.9,-55.7, 17, 26, 0.03,100,11.6
 387.0, 6871,-46.1,-51.1,-47.1, 57, 89, 0.09,101,12.3
 371.0, 7151,-47.9,-56.9,-52.7, 35, 55, 0.05,103,13.5
 353.0, 7478,-50.7,-56.7,-52.6, 49, 79, 0.05,104,14.9
 349.0, 7552,-50.7,-62.7,-58.4, 23, 37, 0.02,105,15.2
 312.0, 8278,-53.9,-64.9,-60.6, 25, 41, 0.02,109,18.4
 300.0, 8530,-54.5,-65.5,-61.2, 24, 41, 0.02,110,19.6
 295.0, 8637,-54.8,-66.0,-61.7, 24, 39, 0.02,110,19.6
 282.0, 8923,-55.5,-67.5,-63.2, 21, 35, 0.02,105,19.0
 250.0, 9690,-53.7,-77.7,-73.4,  4,  6, 0.00,115,17.0
 235.0,10090,-51.7,-80.7,-76.5,  2,  3, 0.00,115,16.6
 200.0,11140,-50.5,-83.5,-79.4,  1,  2, 0.00,115,15.4
 154.0,12848,-48.9,-86.4,-82.3,  1,  1, 0.00,130,16.0
 150.0,13020,-48.7,-86.7,-82.6,  0,  1, 0.00,125,15.4
 109.0,15129,-45.8,-84.7,-80.6,  0,  1, 0.00,120,13.4
 105.0,15376,-45.5,-84.5,-80.4,  0,  1, 0.00,131,13.2
 100.0,15700,-45.7,-84.7,-80.6,  0,  1, 0.00,145,12.9
  70.0,18100,-41.3,-82.3,-78.1,  0,  1, 0.01,140,16.5
  68.0,18299,-40.8,-82.0,-77.8,  0,  1, 0.01,135,13.4
  64.0,18715,-39.8,-81.3,-77.1,  0,  1, 0.01,160,11.3
  62.0,18933,-39.2,-80.9,-76.7,  0,  1, 0.01,160,14.4
  59.0,19274,-38.4,-80.4,-76.2,  0,  1, 0.01,135,17.5
  58.0,19391,-38.1,-80.2,-76.0,  0,  1, 0.01,130,16.0
  55.0,19756,-37.1,-79.6,-75.3,  0,  1, 0.01,130,10.3
  53.0,20010,-36.5,-79.2,-74.9,  0,  1, 0.01,125,11.3
  51.0,20274,-35.8,-78.7,-74.5,  0,  1, 0.02,145, 9.3
  50.0,20410,-35.5,-78.5,-74.2,  0,  1, 0.02,140, 9.8
  49.0,20550,-35.4,-78.4,-74.1,  0,  1, 0.02,135, 9.8
  48.0,20694,-35.2,-78.2,-74.0,  0,  1, 0.02,165, 9.3
  46.9,20855,-35.1,-78.1,-73.8,  0,  1, 0.02,157, 9.7
  44.0,21297,-36.4,-78.9,-74.7,  0,  1, 0.02,135,10.8
  42.0,21618,-37.3,-79.5,-75.3,  0,  1, 0.02,155, 8.2
  40.7,21836,-37.9,-79.9,-75.7,  0,  1, 0.02,149, 9.9
  40.0,21956,-37.5,-79.7,-75.4,  0,  1, 0.02,145,10.8
  38.0,22312,-36.3,-79.0,-74.8,  0,  1, 0.02,145, 9.3
  37.0,22498,-35.6,-78.7,-74.4,  0,  1, 0.02,115, 6.7
  36.0,22688,-35.0,-78.3,-74.1,  0,  1, 0.02,145, 3.1
  35.0,22883,-34.3,-78.0,-73.7,  0,  1, 0.03,180, 6.7
  34.0,23085,-33.6,-77.6,-73.3,  0,  1, 0.03,145, 6.7
  33.8,23125,-33.5,-77.5,-73.2,  0,  1, 0.03,143, 6.4
  33.0,23293,-33.6,-77.4,-73.2,  0,  1, 0.03,135, 5.2
  32.0,23508,-33.8,-77.3,-73.0,  0,  1, 0.03,150, 6.7
  31.0,23731,-33.9,-77.2,-72.9,  0,  1, 0.03,105, 5.2
  30.0,23960,-34.1,-77.1,-72.8,  0,  1, 0.04,185, 2.6
  29.0,24199,-33.9,-77.0,-72.7,  0,  1, 0.04,155, 5.2
  28.0,24447,-33.7,-76.8,-72.6,  0,  1, 0.04,125, 5.2
  27.0,24703,-33.4,-76.7,-72.4,  0,  1, 0.04,175, 5.2
  26.0,24969,-33.2,-76.5,-72.3,  0,  1, 0.04,160, 8.2
  25.0,25246,-32.9,-76.4,-72.1,  0,  1, 0.05,130, 5.2
  24.0,25534,-32.7,-76.2,-71.9,  0,  1, 0.05, 35, 1.0
  22.0,26148,-32.1,-75.9,-71.6,  0,  1, 0.06,180, 5.2
  20.0,26820,-31.5,-75.5,-71.2,  0,  1, 0.07,110, 3.6
  19.0,27183,-31.4,-75.6,-71.3,  0,  1, 0.07,290, 0.5
  17.0,27971,-31.1,-75.8,-71.5,  0,  1, 0.08,180, 5.2
  16.0,28400,-30.9,-75.9,-71.6,  0,  1, 0.08,110, 8.2
