pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 682.0, 2835,-29.3,-33.8,-30.7, 65, 87, 0.32, 45, 3.6
 678.0, 2877,-26.3,-30.5,-27.6, 68, 88, 0.45, 21, 4.8
 677.0, 2888,-26.3,-30.8,-27.9, 65, 85, 0.43, 15, 5.2
 664.0, 3029,-25.6,-35.0,-31.8, 41, 53, 0.29,  0, 5.2
 657.0, 3106,-25.3,-37.3,-34.0, 32, 41, 0.24,357, 5.0
 613.0, 3610,-26.1,-38.1,-34.7, 31, 41, 0.23,339, 4.1
 608.0, 3669,-26.1,-39.1,-35.7, 28, 37, 0.21,337, 4.0
 550.0, 4393,-29.1,-37.1,-33.8, 46, 61, 0.29,310, 2.8
 500.0, 5070,-33.3,-39.3,-35.9, 55, 76, 0.25,285, 1.5
 471.0, 5485,-36.0,-40.4,-36.9, 64, 91, 0.24,235, 0.5
 464.0, 5589,-36.7,-40.7,-37.2, 66, 95, 0.24,235, 0.7
 439.0, 5969,-39.1,-46.1,-42.3, 47, 69, 0.14,233, 1.2
 432.0, 6079,-39.5,-55.5,-51.4, 17, 24, 0.05,232, 1.3
 408.0, 6467,-41.9,-46.9,-43.1, 58, 87, 0.14,231, 1.9
 403.0, 6550,-42.1,-54.1,-50.0, 26, 39, 0.06,230, 2.0
 400.0, 6600,-42.5,-54.5,-50.4, 26, 39, 0.06,230, 2.1
 347.0, 7547,-49.3,-52.1,-48.1, 72,116, 0.09,225, 2.3
 330.0, 7875,-51.5,-53.9,-49.8, 75,123, 0.08,223, 2.4
 308.0, 8321,-54.1,-56.2,-52.1, 78,130, 0.06,221, 2.5
 300.0, 8490,-55.1,-58.1,-53.9, 69,116, 0.05,220, 2.6
 273.0, 9087,-58.9,-62.3,-58.0, 65,112, 0.03,205, 3.1
 263.0, 9321,-58.9,-61.0,-56.8, 76,133, 0.04,184, 3.1
 253.0, 9565,-58.1,-76.1,-71.8,  8, 14, 0.00,162, 3.1
 250.0, 9640,-57.5,-74.5,-70.2, 10, 17, 0.01,155, 3.1
 230.0,10171,-55.3,-78.3,-74.1,  4,  7, 0.00,155, 5.2
 212.0,10689,-53.2,-82.0,-77.9,  2,  3, 0.00,135, 6.7
 200.0,11060,-51.7,-84.7,-80.6,  1,  2, 0.00,140, 7.7
 198.0,11125,-51.3,-84.3,-80.2,  1,  2, 0.00,140, 8.0
 150.0,12940,-49.3,-86.3,-82.2,  1,  1, 0.00,150,14.9
 100.0,15620,-44.9,-84.9,-80.8,  0,  1, 0.00,160,14.9
  91.0,16255,-44.1,-84.4,-80.2,  0,  1, 0.00,175,14.4
  88.0,16480,-43.8,-84.2,-80.1,  0,  1, 0.00,165,18.0
  84.0,16793,-43.4,-83.9,-79.8,  0,  1, 0.00,150,16.0
  80.0,17121,-43.0,-83.6,-79.5,  0,  1, 0.00,170,13.4
  74.0,17646,-42.4,-83.2,-79.1,  0,  1, 0.01,145,13.4
  70.0,18020,-41.9,-82.9,-78.7,  0,  1, 0.01,155,13.4
  68.0,18217,-41.8,-82.8,-78.7,  0,  1, 0.01,150,13.4
  65.0,18523,-41.7,-82.7,-78.5,  0,  1, 0.01,170,11.3
  64.0,18629,-41.7,-82.7,-78.5,  0,  1, 0.01,175,12.9
  59.0,19181,-41.5,-82.5,-78.3,  0,  1, 0.01,160,12.4
  57.0,19416,-41.4,-82.4,-78.2,  0,  1, 0.01,180,14.9
  55.6,19584,-41.3,-82.3,-78.1,  0,  1, 0.01,173,16.4
  55.0,19659,-41.1,-82.2,-78.0,  0,  1, 0.01,170,17.0
  50.0,20310,-39.1,-81.1,-76.9,  0,  1, 0.01,155,13.9
  48.6,20505,-37.3,-79.3,-75.1,  0,  1, 0.02,172,13.2
