pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
  51.0,20263,-36.2,-79.2,-74.9,  0,  1, 0.01,185, 3.6
  50.0,20400,-36.1,-79.1,-74.9,  0,  1, 0.02,195, 6.7
  49.0,20541,-36.0,-79.0,-74.8,  0,  1, 0.02,175, 8.8
  47.0,20831,-35.8,-78.9,-74.7,  0,  1, 0.02,165, 5.2
  46.0,20981,-35.7,-78.8,-74.6,  0,  1, 0.02,185, 2.1
  45.0,21134,-35.6,-78.8,-74.5,  0,  1, 0.02,230, 5.2
  44.0,21291,-35.4,-78.7,-74.5,  0,  1, 0.02,225, 8.8
  42.0,21615,-35.2,-78.6,-74.3,  0,  1, 0.02,170,11.8
  40.0,21955,-35.0,-78.4,-74.1,  0,  1, 0.02,150, 6.2
  39.0,22132,-34.8,-78.3,-74.1,  0,  1, 0.02,170, 4.6
  38.0,22313,-34.7,-78.2,-74.0,  0,  1, 0.02,195, 6.2
  37.0,22498,-34.6,-78.2,-73.9,  0,  1, 0.02,170,10.3
  35.0,22886,-34.3,-78.0,-73.7,  0,  1, 0.03,135, 5.2
  34.0,23088,-34.1,-77.9,-73.6,  0,  1, 0.03,200, 5.2
  33.0,23296,-34.0,-77.8,-73.5,  0,  1, 0.03,225, 5.7
  32.0,23510,-33.8,-77.7,-73.4,  0,  1, 0.03,185, 9.3
  31.0,23731,-33.7,-77.6,-73.3,  0,  1, 0.03,155, 7.7
  30.0,23960,-33.5,-77.5,-73.2,  0,  1, 0.03,135, 4.1
  29.0,24199,-33.2,-77.2,-72.9,  0,  1, 0.04,110, 1.0
  28.0,24445,-32.8,-76.8,-72.6,  0,  1, 0.04,175, 5.2
  26.0,24967,-32.1,-76.1,-71.8,  0,  1, 0.05,210, 5.2
