pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 686.0, 2835,-29.3,-32.6,-29.6, 73, 97, 0.36,340, 2.6
 682.0, 2877,-29.5,-29.8,-27.0, 97,130, 0.47,339, 2.6
 649.0, 3230,-32.7,-32.8,-29.7, 99,136, 0.37,335, 2.4
 646.0, 3263,-29.7,-31.0,-28.1, 88,118, 0.45,334, 2.4
 641.0, 3318,-29.3,-33.6,-30.5, 66, 88, 0.35,334, 2.3
 631.0, 3431,-29.3,-35.3,-32.1, 56, 75, 0.30,332, 2.3
 623.0, 3523,-29.5,-30.8,-27.9, 88,118, 0.47,331, 2.3
 619.0, 3569,-29.7,-36.7,-33.4, 51, 68, 0.27,330, 2.2
 614.0, 3627,-29.7,-39.7,-36.2, 37, 50, 0.20,329, 2.2
 610.0, 3673,-29.5,-33.4,-30.3, 69, 92, 0.38,329, 2.2
 603.0, 3756,-30.1,-40.1,-36.6, 37, 50, 0.19,328, 2.2
 586.0, 3960,-30.5,-38.5,-35.1, 45, 61, 0.23,325, 2.1
 559.0, 4296,-31.7,-41.7,-38.1, 37, 50, 0.18,321, 1.9
 541.0, 4527,-32.7,-41.7,-38.1, 40, 55, 0.18,317, 1.8
 526.0, 4726,-34.1,-37.4,-34.1, 72,100, 0.29,315, 1.7
 500.0, 5080,-36.5,-41.2,-37.6, 62, 88, 0.21,310, 1.5
 456.0, 5714,-40.1,-49.1,-45.2, 38, 55, 0.10,267, 2.6
 450.0, 5805,-40.7,-44.2,-40.5, 69,102, 0.17,260, 2.8
 436.0, 6020,-41.7,-45.1,-41.4, 69,104, 0.16,246, 3.1
 400.0, 6600,-45.5,-48.4,-44.5, 72,112, 0.12,205, 4.1
 369.0, 7129,-49.0,-51.1,-47.1, 78,125, 0.09,185, 5.7
 351.0, 7457,-51.1,-52.8,-48.8, 82,133, 0.08,187, 6.4
 332.0, 7815,-53.7,-56.5,-52.4, 71,119, 0.05,189, 7.2
 319.0, 8069,-54.6,-59.4,-55.2, 55, 92, 0.04,190, 7.7
 300.0, 8460,-55.9,-63.9,-59.6, 36, 61, 0.02,185, 6.7
 294.0, 8589,-56.3,-65.3,-61.0, 31, 53, 0.02,181, 6.7
 292.0, 8633,-56.5,-65.5,-61.2, 31, 53, 0.02,180, 6.7
 283.0, 8834,-55.9,-67.6,-63.2, 22, 37, 0.02,175, 6.2
 272.0, 9088,-55.2,-70.2,-65.8, 14, 24, 0.01,195, 6.7
 266.0, 9232,-54.8,-71.6,-67.3, 11, 18, 0.01,180, 6.2
 250.0, 9630,-53.7,-75.7,-71.4,  5,  9, 0.01,185, 5.7
 248.0, 9681,-53.5,-76.5,-72.2,  4,  7, 0.00,188, 5.5
 244.0, 9786,-53.2,-77.0,-72.7,  4,  7, 0.00,195, 5.2
 238.0, 9947,-52.8,-77.7,-73.5,  3,  6, 0.00,185, 6.7
 232.0,10112,-52.4,-78.5,-74.2,  3,  5, 0.00,200, 5.2
 226.0,10281,-51.9,-79.3,-75.0,  2,  4, 0.00,185, 5.7
 217.0,10543,-51.3,-80.5,-76.3,  2,  3, 0.00,195, 6.2
 200.0,11070,-49.9,-82.9,-78.7,  1,  2, 0.00,180, 7.2
 195.0,11236,-49.7,-83.0,-78.8,  1,  2, 0.00,165, 6.2
 189.0,11442,-49.5,-83.1,-78.9,  1,  2, 0.00,175, 6.2
 185.0,11582,-49.4,-83.2,-79.0,  1,  1, 0.00,165, 5.2
 170.0,12138,-48.8,-83.5,-79.3,  1,  1, 0.00,190, 5.2
 154.0,12787,-48.1,-83.8,-79.7,  1,  1, 0.00,165, 6.2
 150.0,12960,-47.9,-83.9,-79.8,  1,  1, 0.00,170, 5.2
 145.0,13185,-47.5,-83.8,-79.7,  1,  1, 0.00,190, 5.7
 135.0,13659,-46.7,-83.7,-79.5,  1,  1, 0.00,180, 5.2
 131.0,13859,-46.3,-83.6,-79.5,  1,  1, 0.00,205, 5.2
 121.0,14385,-45.4,-83.5,-79.3,  1,  1, 0.00,185, 7.7
 117.0,14608,-45.0,-83.4,-79.3,  1,  1, 0.00,205, 6.7
 100.0,15650,-43.1,-83.1,-78.9,  0,  1, 0.00,200, 7.7
  93.0,16143,-41.8,-82.4,-78.3,  0,  1, 0.00,200,11.3
  87.0,16595,-40.6,-81.9,-77.7,  0,  1, 0.01,195, 9.3
  81.0,17080,-39.3,-81.2,-77.0,  0,  1, 0.01,215, 6.2
  80.0,17165,-39.1,-81.1,-76.9,  0,  1, 0.01,203, 6.9
  79.0,17251,-39.0,-81.0,-76.8,  0,  1, 0.01,190, 7.7
  75.0,17607,-38.8,-80.8,-76.6,  0,  1, 0.01,200, 6.7
  71.0,17983,-38.6,-80.6,-76.3,  0,  1, 0.01,180, 6.7
  70.0,18080,-38.5,-80.5,-76.3,  0,  1, 0.01,180, 6.7
  66.0,18486,-38.1,-80.3,-76.0,  0,  1, 0.01,175, 5.2
  65.0,18591,-38.0,-80.2,-76.0,  0,  1, 0.01,210, 5.7
  64.0,18698,-37.9,-80.1,-75.9,  0,  1, 0.01,210, 8.8
  62.0,18917,-37.6,-80.0,-75.8,  0,  1, 0.01,175, 8.8
  60.0,19143,-37.4,-79.9,-75.6,  0,  1, 0.01,205, 5.7
  58.0,19377,-37.2,-79.7,-75.5,  0,  1, 0.01,205, 7.7
  56.0,19619,-36.9,-79.6,-75.3,  0,  1, 0.01,175, 8.8
  52.0,20130,-36.4,-79.3,-75.0,  0,  1, 0.01,155, 6.2
