pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 681.0, 2835,-24.5,-28.1,-25.4, 72, 92, 0.56,340, 5.2
 677.0, 2877,-24.6,-28.2,-25.5, 72, 92, 0.56,350, 5.2
 655.0, 3116,-25.3,-28.7,-25.9, 73, 94, 0.55,315, 7.2
 633.0, 3362,-26.0,-29.2,-26.4, 74, 96, 0.54,330, 7.2
 571.0, 4105,-28.1,-30.7,-27.8, 78,102, 0.52,310, 8.2
 556.0, 4297,-28.6,-31.1,-28.2, 79,104, 0.51,290, 5.2
 539.0, 4521,-29.2,-31.6,-28.6, 80,106, 0.51,315, 5.2
 515.0, 4849,-30.1,-32.3,-29.3, 82,110, 0.50,275, 6.2
 511.0, 4905,-30.3,-32.4,-29.4, 82,110, 0.49,278, 6.3
 500.0, 5060,-31.1,-33.5,-30.4, 79,108, 0.45,285, 6.7
 484.0, 5289,-32.7,-34.8,-31.6, 81,111, 0.41,295, 7.2
 468.0, 5525,-34.3,-36.2,-32.9, 83,116, 0.37,295, 7.2
 452.0, 5769,-36.0,-37.6,-34.3, 85,120, 0.33,275, 7.7
 449.0, 5816,-36.3,-37.9,-34.5, 85,121, 0.33,276, 7.7
 406.0, 6508,-41.2,-44.5,-40.8, 70,104, 0.18,290, 7.7
 400.0, 6610,-41.9,-45.5,-41.7, 68,102, 0.16,285, 8.8
 388.0, 6816,-42.5,-46.8,-43.0, 63, 95, 0.15,279, 8.3
 343.0, 7623,-49.0,-52.6,-48.6, 66,106, 0.09,255, 6.7
 328.0, 7916,-51.4,-54.7,-50.6, 67,110, 0.07,265, 6.2
 318.0, 8118,-53.0,-56.2,-52.0, 68,113, 0.06,245, 5.7
 300.0, 8500,-56.1,-58.9,-54.7, 71,120, 0.05,270, 4.1
 286.0, 8799,-58.3,-60.6,-56.3, 75,129, 0.04,280, 5.2
 273.0, 9090,-60.4,-62.2,-58.0, 79,139, 0.03,270, 5.7
 270.0, 9160,-60.9,-62.6,-58.3, 80,141, 0.03,260, 7.2
 264.0, 9300,-59.8,-66.3,-62.0, 43, 74, 0.02,235, 7.2
 257.0, 9467,-58.5,-70.7,-66.3, 19, 34, 0.01,250, 6.7
 256.0, 9491,-58.3,-71.3,-67.0, 17, 30, 0.01,249, 6.7
 250.0, 9640,-58.1,-70.1,-65.8, 20, 35, 0.01,245, 6.7
 214.0,10629,-55.5,-77.9,-73.6,  4,  8, 0.00,230, 7.7
 201.0,11028,-54.4,-81.0,-76.8,  2,  4, 0.00,240, 7.7
 200.0,11060,-54.3,-81.3,-77.1,  2,  4, 0.00,235, 8.8
 198.0,11125,-53.9,-81.9,-77.7,  2,  3, 0.00,232, 9.0
 193.0,11289,-54.2,-81.8,-77.6,  2,  3, 0.00,225, 9.8
 183.0,11631,-54.7,-81.7,-77.5,  2,  4, 0.00,227, 9.4
 168.0,12181,-54.1,-82.8,-78.7,  2,  3, 0.00,230, 8.8
 150.0,12910,-53.3,-84.3,-80.2,  1,  2, 0.00,210,10.8
 137.0,13502,-51.7,-83.9,-79.8,  1,  2, 0.00,195, 7.2
 126.0,14048,-50.2,-83.5,-79.4,  1,  2, 0.00,195, 5.7
 118.0,14476,-49.0,-83.3,-79.1,  1,  1, 0.00,220, 8.8
 114.0,14701,-48.4,-83.1,-78.9,  1,  1, 0.00,200, 6.7
 110.0,14934,-47.7,-82.9,-78.8,  1,  1, 0.00,205, 7.2
 104.0,15300,-46.7,-82.7,-78.5,  1,  1, 0.00,195, 9.3
 102.0,15429,-46.8,-82.8,-78.6,  1,  1, 0.00,205, 9.3
 100.0,15560,-46.9,-82.9,-78.7,  1,  1, 0.00,190, 8.8
  82.0,16884,-44.3,-82.6,-78.4,  1,  1, 0.01,195, 9.8
  78.0,17218,-43.7,-82.5,-78.3,  1,  1, 0.01,180,10.8
  72.0,17752,-42.7,-82.3,-78.2,  1,  1, 0.01,185,12.9
  70.0,17940,-42.3,-82.3,-78.1,  0,  1, 0.01,175, 9.3
  65.0,18449,-40.9,-81.6,-77.4,  0,  1, 0.01,160,10.3
  63.0,18663,-40.3,-81.2,-77.0,  0,  1, 0.01,130, 8.2
  60.0,18998,-39.4,-80.7,-76.5,  0,  1, 0.01,170, 6.2
  56.0,19472,-38.1,-80.0,-75.8,  0,  1, 0.01,180, 9.3
  50.0,20250,-35.9,-78.9,-74.7,  0,  1, 0.02,155,10.3
  44.0,21145,-33.1,-76.8,-72.6,  0,  1, 0.02,150, 8.2
  43.0,21306,-32.6,-76.5,-72.2,  0,  1, 0.03,175, 7.2
  42.0,21471,-32.1,-76.1,-71.8,  0,  1, 0.03,173, 8.3
  39.0,21997,-31.4,-75.7,-71.4,  0,  1, 0.03,165,11.8
  38.0,22181,-31.2,-75.5,-71.2,  0,  1, 0.04,145, 8.8
  37.0,22371,-31.0,-75.3,-71.1,  0,  1, 0.04,160,10.8
  36.0,22565,-30.7,-75.2,-70.9,  0,  1, 0.04,140, 7.7
  35.0,22765,-30.5,-75.0,-70.7,  0,  1, 0.04,145, 6.2
  34.0,22971,-30.2,-74.8,-70.5,  0,  1, 0.04,190, 6.2
  33.0,23183,-29.9,-74.7,-70.4,  0,  1, 0.05,150, 5.2
  32.0,23402,-29.7,-74.5,-70.2,  0,  1, 0.05,170, 9.8
  31.0,23627,-29.4,-74.3,-70.0,  0,  1, 0.05,150, 6.7
  30.0,23860,-29.1,-74.1,-69.8,  0,  1, 0.06,160, 5.7
  29.0,24102,-28.8,-73.9,-69.6,  0,  1, 0.06,215, 3.1
  27.0,24613,-28.3,-73.6,-69.3,  0,  1, 0.07,195,10.3
  26.0,24883,-28.0,-73.4,-69.1,  0,  1, 0.07,185, 8.2
  25.0,25163,-27.7,-73.3,-69.0,  0,  1, 0.08,195,13.4
  23.0,25759,-27.1,-72.9,-68.6,  0,  1, 0.09,155, 8.8
