pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 684.0, 2835,-29.5,-33.4,-30.3, 69, 92, 0.34, 60, 2.1
 681.0, 2866,-27.7,-28.4,-25.7, 94,123, 0.54, 59, 2.0
 679.0, 2888,-26.9,-28.3,-25.6, 88,114, 0.55, 58, 2.0
 647.0, 3236,-25.9,-28.8,-26.0, 77, 99, 0.55, 48, 1.7
 627.0, 3463,-25.9,-29.5,-26.7, 72, 92, 0.53, 41, 1.4
 559.0, 4284,-31.7,-33.0,-29.9, 88,120, 0.43, 17, 0.6
 542.0, 4501,-33.5,-35.2,-32.0, 85,117, 0.35, 10, 0.4
 533.0, 4619,-32.9,-35.1,-31.9, 81,111, 0.36,  7, 0.2
 528.0, 4685,-30.7,-35.5,-32.3, 63, 85, 0.35,  5, 0.2
 525.0, 4726,-30.9,-32.5,-29.5, 86,116, 0.48,  4, 0.1
 516.0, 4848,-31.5,-32.8,-29.7, 88,120, 0.47,  0, 0.0
 513.0, 4889,-31.7,-32.9,-29.8, 89,122, 0.47,342, 0.1
 500.0, 5070,-32.7,-34.5,-31.3, 84,116, 0.41,265, 0.5
 454.0, 5743,-36.7,-38.1,-34.7, 87,124, 0.32,334, 1.8
 404.0, 6543,-41.3,-54.3,-50.2, 23, 35, 0.06, 58, 3.5
 400.0, 6610,-41.7,-54.7,-50.6, 23, 35, 0.06, 65, 3.6
 340.0, 7678,-49.4,-57.5,-53.3, 38, 61, 0.05,100, 5.7
 321.0, 8055,-52.1,-58.4,-54.3, 46, 76, 0.04, 85, 7.2
 300.0, 8500,-55.3,-59.6,-55.4, 59, 99, 0.04,105, 8.8
 299.0, 8521,-55.4,-59.7,-55.5, 59,100, 0.04,105, 8.8
 290.0, 8716,-56.7,-60.4,-56.2, 63,107, 0.04,104,10.1
 262.0, 9356,-59.3,-63.3,-59.0, 60,104, 0.03,100,14.4
 258.0, 9453,-59.7,-63.7,-59.4, 59,104, 0.03,105,13.4
 250.0, 9650,-59.3,-67.3,-63.0, 35, 60, 0.02,110,11.3
 247.0, 9725,-58.7,-69.7,-65.4, 23, 40, 0.01,111,11.1
 216.0,10570,-55.3,-81.3,-77.1,  3,  4, 0.00,126, 8.4
 209.0,10780,-55.0,-81.8,-77.6,  2,  4, 0.00,130, 7.7
 200.0,11060,-54.5,-82.5,-78.3,  2,  3, 0.00,120, 7.7
 193.0,11290,-54.0,-82.7,-78.5,  2,  3, 0.00,115, 7.2
 185.0,11564,-53.3,-82.9,-78.8,  2,  3, 0.00,135, 6.2
 179.0,11777,-52.8,-83.1,-79.0,  1,  2, 0.00,155, 8.2
 173.0,11998,-52.3,-83.3,-79.2,  1,  2, 0.00,140, 9.3
 165.0,12304,-51.6,-83.6,-79.4,  1,  2, 0.00,155, 9.8
