pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 150.0,12920,-50.1,-84.1,-80.0,  1,  1, 0.00,150, 9.8
 141.0,13327,-49.2,-84.1,-80.0,  1,  1, 0.00,145,10.3
 100.0,15590,-44.3,-84.3,-80.2,  0,  1, 0.00,155,13.4
  87.4,16499,-40.9,-81.9,-77.7,  0,  1, 0.01,149,11.8
  80.0,17101,-40.7,-81.7,-77.6,  0,  1, 0.01,145,10.8
  76.0,17450,-40.6,-81.6,-77.5,  0,  1, 0.01,160,11.3
  70.0,18010,-40.5,-81.5,-77.3,  0,  1, 0.01,160,11.8
  66.0,18416,-39.7,-81.1,-76.9,  0,  1, 0.01,160,14.9
  64.0,18628,-39.3,-80.9,-76.7,  0,  1, 0.01,135, 9.3
  63.0,18736,-39.1,-80.7,-76.5,  0,  1, 0.01,150, 7.7
  62.0,18847,-38.9,-80.6,-76.4,  0,  1, 0.01,170, 8.8
  59.0,19189,-38.3,-80.3,-76.1,  0,  1, 0.01,160,13.4
  55.0,19673,-37.3,-79.8,-75.6,  0,  1, 0.01,165,10.3
  54.0,19799,-37.1,-79.6,-75.4,  0,  1, 0.01,175, 9.3
  53.0,19928,-36.9,-79.5,-75.3,  0,  1, 0.01,185,12.4
  51.0,20193,-36.4,-79.2,-75.0,  0,  1, 0.01,175,17.5
  50.0,20330,-36.1,-79.1,-74.9,  0,  1, 0.02,160,16.5
  49.6,20386,-36.1,-79.1,-74.9,  0,  1, 0.02,156,15.7
  48.0,20612,-36.3,-79.1,-74.9,  0,  1, 0.02,140,12.4
  47.0,20758,-36.4,-79.1,-74.9,  0,  1, 0.02,145, 7.7
  44.0,21214,-36.7,-79.2,-75.0,  0,  1, 0.02,170, 7.7
  42.0,21536,-37.0,-79.2,-75.0,  0,  1, 0.02,175, 9.8
  40.0,21873,-37.2,-79.3,-75.1,  0,  1, 0.02,150, 8.8
  39.6,21943,-37.3,-79.3,-75.1,  0,  1, 0.02,160, 9.0
  39.0,22049,-36.6,-78.8,-74.6,  0,  1, 0.02,175, 9.3
  38.0,22229,-35.5,-78.0,-73.8,  0,  1, 0.02,170, 8.8
  37.0,22414,-34.4,-77.2,-73.0,  0,  1, 0.03,190, 7.7
  36.6,22490,-33.9,-76.9,-72.6,  1,  1, 0.03,186, 7.5
  36.0,22605,-34.1,-77.1,-72.9,  0,  1, 0.03,180, 7.2
  35.0,22802,-34.5,-77.5,-73.3,  0,  1, 0.03,200, 9.3
  33.7,23066,-35.1,-78.1,-73.8,  0,  1, 0.03,184, 9.6
  33.0,23213,-34.6,-77.8,-73.5,  0,  1, 0.03,175, 9.8
  32.0,23428,-33.9,-77.4,-73.1,  0,  1, 0.03,165, 8.2
  30.0,23880,-32.5,-76.5,-72.2,  0,  1, 0.04,170,10.3
  29.0,24119,-32.2,-76.2,-71.9,  0,  1, 0.04,180, 9.3
  28.0,24367,-31.8,-75.8,-71.5,  0,  1, 0.05,155, 9.3
  27.1,24598,-31.5,-75.5,-71.2,  0,  1, 0.05,155, 7.9
