am_TIME, am_PWV(um), balloon_TIME, balloon_PWV(um) 
2024-07-16 10:01:36, 259.413, 2024-07-16 12:00:00, 210.0 
2024-07-16 10:06:38, 259.846, 2024-07-16 12:00:00, 210.0 
2024-07-16 10:11:41, 260.765, 2024-07-16 12:00:00, 210.0 
2024-07-16 10:16:43, 260.688, 2024-07-16 12:00:00, 210.0 
2024-07-16 10:21:45, 261.303, 2024-07-16 12:00:00, 210.0 
2024-07-16 10:26:48, 259.54, 2024-07-16 12:00:00, 210.0 
2024-07-16 10:31:50, 258.955, 2024-07-16 12:00:00, 210.0 
2024-07-16 10:36:53, 257.84, 2024-07-16 12:00:00, 210.0 
2024-07-16 10:41:55, 255.724, 2024-07-16 12:00:00, 210.0 
2024-07-16 10:46:57, 253.9, 2024-07-16 12:00:00, 210.0 
2024-07-16 10:52:00, 251.842, 2024-07-16 12:00:00, 210.0 
2024-07-16 11:01:36, 250.831, 2024-07-16 12:00:00, 210.0 
2024-07-16 11:06:38, 250.291, 2024-07-16 12:00:00, 210.0 
2024-07-16 11:11:41, 249.262, 2024-07-16 12:00:00, 210.0 
2024-07-16 11:16:43, 247.751, 2024-07-16 12:00:00, 210.0 
2024-07-16 11:21:45, 243.25, 2024-07-16 12:00:00, 210.0 
2024-07-16 11:26:48, 241.185, 2024-07-16 12:00:00, 210.0 
2024-07-16 11:31:50, 241.919, 2024-07-16 12:00:00, 210.0 
2024-07-16 11:36:53, 241.149, 2024-07-16 12:00:00, 210.0 
2024-07-16 11:41:55, 239.582, 2024-07-16 12:00:00, 210.0 
2024-07-16 11:46:57, 236.283, 2024-07-16 12:00:00, 210.0 
2024-07-16 11:52:00, 234.564, 2024-07-16 12:00:00, 210.0 
2024-07-16 13:01:35, 248.092, 2024-07-16 12:00:00, 210.0 
2024-07-16 13:06:38, 248.481, 2024-07-16 12:00:00, 210.0 
2024-07-16 13:11:40, 249.018, 2024-07-16 12:00:00, 210.0 
2024-07-16 13:16:43, 250.782, 2024-07-16 12:00:00, 210.0 
2024-07-16 13:21:45, 252.46, 2024-07-16 12:00:00, 210.0 
2024-07-16 13:26:48, 254.399, 2024-07-16 12:00:00, 210.0 
2024-07-16 13:31:50, 256.377, 2024-07-16 12:00:00, 210.0 
2024-07-16 13:36:52, 256.83, 2024-07-16 12:00:00, 210.0 
2024-07-16 13:41:55, 257.032, 2024-07-16 12:00:00, 210.0 
2024-07-16 13:46:57, 257.158, 2024-07-16 12:00:00, 210.0 
2024-07-16 13:52:00, 256.604, 2024-07-16 12:00:00, 210.0 
