am_TIME, am_PWV(um), balloon_TIME, balloon_PWV(um) 
2024-11-21 10:01:36, 629.689, 2024-11-21 12:00:00, 500.0 
2024-11-21 10:06:39, 629.732, 2024-11-21 12:00:00, 500.0 
2024-11-21 10:11:41, 631.213, 2024-11-21 12:00:00, 500.0 
2024-11-21 10:16:43, 630.217, 2024-11-21 12:00:00, 500.0 
2024-11-21 10:21:46, 628.212, 2024-11-21 12:00:00, 500.0 
2024-11-21 10:26:48, 623.863, 2024-11-21 12:00:00, 500.0 
2024-11-21 10:31:51, 618.98, 2024-11-21 12:00:00, 500.0 
2024-11-21 10:36:53, 616.185, 2024-11-21 12:00:00, 500.0 
2024-11-21 10:41:55, 614.914, 2024-11-21 12:00:00, 500.0 
2024-11-21 10:46:58, 612.58, 2024-11-21 12:00:00, 500.0 
2024-11-21 10:52:00, 610.428, 2024-11-21 12:00:00, 500.0 
2024-11-21 11:01:36, 618.792, 2024-11-21 12:00:00, 500.0 
2024-11-21 11:06:38, 620.947, 2024-11-21 12:00:00, 500.0 
2024-11-21 11:11:41, 622.603, 2024-11-21 12:00:00, 500.0 
2024-11-21 11:16:43, 622.316, 2024-11-21 12:00:00, 500.0 
2024-11-21 11:21:46, 622.005, 2024-11-21 12:00:00, 500.0 
2024-11-21 11:26:48, 622.68, 2024-11-21 12:00:00, 500.0 
2024-11-21 11:31:50, 622.342, 2024-11-21 12:00:00, 500.0 
2024-11-21 11:36:53, 623.555, 2024-11-21 12:00:00, 500.0 
2024-11-21 11:41:55, 622.818, 2024-11-21 12:00:00, 500.0 
2024-11-21 11:46:58, 620.58, 2024-11-21 12:00:00, 500.0 
2024-11-21 11:52:00, 617.588, 2024-11-21 12:00:00, 500.0 
2024-11-21 13:01:36, 619.693, 2024-11-21 12:00:00, 500.0 
2024-11-21 13:06:38, 618.095, 2024-11-21 12:00:00, 500.0 
2024-11-21 13:11:41, 616.234, 2024-11-21 12:00:00, 500.0 
2024-11-21 13:16:43, 615.035, 2024-11-21 12:00:00, 500.0 
2024-11-21 13:21:45, 614.308, 2024-11-21 12:00:00, 500.0 
2024-11-21 13:26:48, 614.853, 2024-11-21 12:00:00, 500.0 
2024-11-21 13:31:50, 613.975, 2024-11-21 12:00:00, 500.0 
2024-11-21 13:36:53, 612.402, 2024-11-21 12:00:00, 500.0 
2024-11-21 13:41:55, 612.025, 2024-11-21 12:00:00, 500.0 
2024-11-21 13:46:57, 611.026, 2024-11-21 12:00:00, 500.0 
2024-11-21 13:52:00, 607.47, 2024-11-21 12:00:00, 500.0 
