am_TIME, am_PWV(um), balloon_TIME, balloon_PWV(um) 
2024-02-16 10:01:35, 1043.61, 2024-02-16 12:00:00, 850.0 
2024-02-16 10:06:38, 1042.89, 2024-02-16 12:00:00, 850.0 
2024-02-16 10:11:40, 1037.78, 2024-02-16 12:00:00, 850.0 
2024-02-16 10:16:42, 1036.75, 2024-02-16 12:00:00, 850.0 
2024-02-16 10:21:45, 1037.19, 2024-02-16 12:00:00, 850.0 
2024-02-16 10:26:47, 1038.57, 2024-02-16 12:00:00, 850.0 
2024-02-16 10:31:50, 1038.42, 2024-02-16 12:00:00, 850.0 
2024-02-16 10:36:52, 1038.09, 2024-02-16 12:00:00, 850.0 
2024-02-16 10:41:54, 1038.32, 2024-02-16 12:00:00, 850.0 
2024-02-16 10:46:57, 1040.4, 2024-02-16 12:00:00, 850.0 
2024-02-16 10:51:59, 1039.73, 2024-02-16 12:00:00, 850.0 
2024-02-16 11:01:36, 1041.19, 2024-02-16 12:00:00, 850.0 
2024-02-16 11:06:38, 1038.03, 2024-02-16 12:00:00, 850.0 
2024-02-16 11:11:41, 1031.43, 2024-02-16 12:00:00, 850.0 
2024-02-16 11:16:43, 1027.26, 2024-02-16 12:00:00, 850.0 
2024-02-16 11:21:46, 1026.08, 2024-02-16 12:00:00, 850.0 
2024-02-16 11:26:48, 1031.25, 2024-02-16 12:00:00, 850.0 
2024-02-16 11:31:51, 1038.21, 2024-02-16 12:00:00, 850.0 
2024-02-16 11:36:53, 1041.96, 2024-02-16 12:00:00, 850.0 
2024-02-16 11:41:55, 1045.73, 2024-02-16 12:00:00, 850.0 
2024-02-16 11:46:58, 1047.64, 2024-02-16 12:00:00, 850.0 
2024-02-16 11:52:00, 1049.14, 2024-02-16 12:00:00, 850.0 
2024-02-16 13:01:36, 1041.99, 2024-02-16 12:00:00, 850.0 
2024-02-16 13:06:38, 1036.06, 2024-02-16 12:00:00, 850.0 
2024-02-16 13:11:41, 1035.7, 2024-02-16 12:00:00, 850.0 
2024-02-16 13:16:43, 1033.53, 2024-02-16 12:00:00, 850.0 
2024-02-16 13:21:45, 1034.12, 2024-02-16 12:00:00, 850.0 
2024-02-16 13:26:48, 1035.22, 2024-02-16 12:00:00, 850.0 
2024-02-16 13:31:50, 1035.01, 2024-02-16 12:00:00, 850.0 
2024-02-16 13:36:53, 1029.09, 2024-02-16 12:00:00, 850.0 
2024-02-16 13:41:55, 1021.01, 2024-02-16 12:00:00, 850.0 
2024-02-16 13:46:58, 1020.37, 2024-02-16 12:00:00, 850.0 
2024-02-16 13:52:00, 1017.93, 2024-02-16 12:00:00, 850.0 
