am_TIME, am_PWV(um), balloon_TIME, balloon_PWV(um) 
2024-01-08 22:01:36, 709.998, 2024-01-09 00:00:00, 570.0 
2024-01-08 22:06:38, 706.289, 2024-01-09 00:00:00, 570.0 
2024-01-08 22:11:41, 699.388, 2024-01-09 00:00:00, 570.0 
2024-01-08 22:16:43, 687.405, 2024-01-09 00:00:00, 570.0 
2024-01-08 22:21:46, 675.9, 2024-01-09 00:00:00, 570.0 
2024-01-08 22:26:48, 672.032, 2024-01-09 00:00:00, 570.0 
2024-01-08 22:31:50, 669.402, 2024-01-09 00:00:00, 570.0 
2024-01-08 22:36:53, 666.787, 2024-01-09 00:00:00, 570.0 
2024-01-08 22:41:55, 669.088, 2024-01-09 00:00:00, 570.0 
2024-01-08 22:46:58, 675.672, 2024-01-09 00:00:00, 570.0 
2024-01-08 22:52:00, 679.37, 2024-01-09 00:00:00, 570.0 
2024-01-09 01:01:36, 801.795, 2024-01-09 00:00:00, 570.0 
2024-01-09 01:06:38, 806.666, 2024-01-09 00:00:00, 570.0 
2024-01-09 01:11:40, 800.759, 2024-01-09 00:00:00, 570.0 
2024-01-09 01:16:43, 783.012, 2024-01-09 00:00:00, 570.0 
2024-01-09 01:21:45, 766.382, 2024-01-09 00:00:00, 570.0 
2024-01-09 01:26:48, 752.638, 2024-01-09 00:00:00, 570.0 
2024-01-09 01:31:50, 745.847, 2024-01-09 00:00:00, 570.0 
2024-01-09 01:36:53, 743.968, 2024-01-09 00:00:00, 570.0 
2024-01-09 01:41:55, 747.191, 2024-01-09 00:00:00, 570.0 
2024-01-09 01:46:57, 754.862, 2024-01-09 00:00:00, 570.0 
2024-01-09 01:52:00, 756.025, 2024-01-09 00:00:00, 570.0 
