am_TIME, am_PWV(um), balloon_TIME, balloon_PWV(um) 
2024-01-03 01:01:35, 1696.02, 2024-01-03 00:00:00, 1460.0 
2024-01-03 01:06:38, 1693.16, 2024-01-03 00:00:00, 1460.0 
2024-01-03 01:11:40, 1691.21, 2024-01-03 00:00:00, 1460.0 
2024-01-03 01:16:42, 1696.28, 2024-01-03 00:00:00, 1460.0 
2024-01-03 01:21:45, 1693.74, 2024-01-03 00:00:00, 1460.0 
2024-01-03 01:26:48, 1687.33, 2024-01-03 00:00:00, 1460.0 
2024-01-03 01:31:50, 1685.2, 2024-01-03 00:00:00, 1460.0 
2024-01-03 01:36:53, 1682.56, 2024-01-03 00:00:00, 1460.0 
2024-01-03 01:41:56, 1685.78, 2024-01-03 00:00:00, 1460.0 
2024-01-03 01:46:58, 1691.31, 2024-01-03 00:00:00, 1460.0 
2024-01-03 01:52:00, 1695.89, 2024-01-03 00:00:00, 1460.0 
