am_TIME, am_PWV(um), balloon_TIME, balloon_PWV(um) 
2024-10-30 10:01:36, 263.801, 2024-10-30 12:00:00, 210.0 
2024-10-30 10:06:38, 262.923, 2024-10-30 12:00:00, 210.0 
2024-10-30 10:11:41, 262.099, 2024-10-30 12:00:00, 210.0 
2024-10-30 10:16:43, 261.252, 2024-10-30 12:00:00, 210.0 
2024-10-30 10:21:46, 260.28, 2024-10-30 12:00:00, 210.0 
2024-10-30 10:26:48, 260.663, 2024-10-30 12:00:00, 210.0 
2024-10-30 10:31:50, 260.663, 2024-10-30 12:00:00, 210.0 
2024-10-30 10:36:53, 260.637, 2024-10-30 12:00:00, 210.0 
2024-10-30 10:41:55, 260.586, 2024-10-30 12:00:00, 210.0 
2024-10-30 10:46:58, 260.331, 2024-10-30 12:00:00, 210.0 
2024-10-30 10:52:00, 259.718, 2024-10-30 12:00:00, 210.0 
2024-10-30 11:01:36, 264.06, 2024-10-30 12:00:00, 210.0 
2024-10-30 11:06:38, 265.541, 2024-10-30 12:00:00, 210.0 
2024-10-30 11:11:41, 265.125, 2024-10-30 12:00:00, 210.0 
2024-10-30 11:16:43, 264.917, 2024-10-30 12:00:00, 210.0 
2024-10-30 11:21:45, 262.846, 2024-10-30 12:00:00, 210.0 
2024-10-30 11:26:48, 264.371, 2024-10-30 12:00:00, 210.0 
2024-10-30 11:31:50, 263.491, 2024-10-30 12:00:00, 210.0 
2024-10-30 11:36:53, 262.768, 2024-10-30 12:00:00, 210.0 
2024-10-30 11:41:55, 266.585, 2024-10-30 12:00:00, 210.0 
2024-10-30 11:46:57, 267.607, 2024-10-30 12:00:00, 210.0 
2024-10-30 11:52:00, 266.324, 2024-10-30 12:00:00, 210.0 
2024-10-30 13:01:36, 230.395, 2024-10-30 12:00:00, 210.0 
2024-10-30 13:06:38, 228.619, 2024-10-30 12:00:00, 210.0 
2024-10-30 13:11:40, 228.149, 2024-10-30 12:00:00, 210.0 
2024-10-30 13:16:43, 228.395, 2024-10-30 12:00:00, 210.0 
2024-10-30 13:21:45, 222.324, 2024-10-30 12:00:00, 210.0 
2024-10-30 13:26:48, 217.394, 2024-10-30 12:00:00, 210.0 
2024-10-30 13:31:50, 214.099, 2024-10-30 12:00:00, 210.0 
2024-10-30 13:36:52, 208.829, 2024-10-30 12:00:00, 210.0 
2024-10-30 13:41:55, 203.892, 2024-10-30 12:00:00, 210.0 
2024-10-30 13:46:57, 203.109, 2024-10-30 12:00:00, 210.0 
2024-10-30 13:52:00, 202.736, 2024-10-30 12:00:00, 210.0 
