am_TIME, am_PWV(um), balloon_TIME, balloon_PWV(um) 
2024-02-08 22:01:35, 1338.78, 2024-02-09 00:00:00, 1140.0 
2024-02-08 22:06:38, 1334.46, 2024-02-09 00:00:00, 1140.0 
2024-02-08 22:11:40, 1334.03, 2024-02-09 00:00:00, 1140.0 
2024-02-08 22:16:43, 1326.6, 2024-02-09 00:00:00, 1140.0 
2024-02-08 22:21:45, 1323.25, 2024-02-09 00:00:00, 1140.0 
2024-02-08 22:26:47, 1329.01, 2024-02-09 00:00:00, 1140.0 
2024-02-08 22:31:50, 1330.98, 2024-02-09 00:00:00, 1140.0 
2024-02-08 22:36:52, 1327.83, 2024-02-09 00:00:00, 1140.0 
2024-02-08 22:41:55, 1323.41, 2024-02-09 00:00:00, 1140.0 
2024-02-08 22:46:57, 1313.19, 2024-02-09 00:00:00, 1140.0 
2024-02-08 22:51:59, 1301.87, 2024-02-09 00:00:00, 1140.0 
2024-02-09 01:01:36, 1245.89, 2024-02-09 00:00:00, 1140.0 
2024-02-09 01:06:38, 1244.9, 2024-02-09 00:00:00, 1140.0 
2024-02-09 01:11:41, 1242.97, 2024-02-09 00:00:00, 1140.0 
2024-02-09 01:16:43, 1241.92, 2024-02-09 00:00:00, 1140.0 
2024-02-09 01:21:46, 1242.49, 2024-02-09 00:00:00, 1140.0 
2024-02-09 01:26:48, 1241.91, 2024-02-09 00:00:00, 1140.0 
2024-02-09 01:31:50, 1239.84, 2024-02-09 00:00:00, 1140.0 
2024-02-09 01:36:53, 1237.54, 2024-02-09 00:00:00, 1140.0 
2024-02-09 01:41:55, 1237.96, 2024-02-09 00:00:00, 1140.0 
2024-02-09 01:46:58, 1236.7, 2024-02-09 00:00:00, 1140.0 
2024-02-09 01:52:00, 1230.89, 2024-02-09 00:00:00, 1140.0 
