DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20260210,010136.217888,010136.217888,0.0,711.699 um_pwv,868.824 um_pwv,35.0,2.981 K,1.67658
20260210,010137.278200,010137.278200,0.0,715.296 um_pwv,873.215 um_pwv,35.0,3.064 K,1.68508
20260210,010138.237630,010138.237630,0.0,717.015 um_pwv,875.313 um_pwv,35.0,3.199 K,1.68914
20260210,010139.196451,010139.196451,0.0,717.658 um_pwv,876.099 um_pwv,35.0,3.119 K,1.69066
20260210,010140.158276,010140.158276,0.0,719.513 um_pwv,878.363 um_pwv,35.0,3.271 K,1.69505
20260210,010141.119696,010141.119696,0.0,720.319 um_pwv,879.347 um_pwv,35.0,3.322 K,1.69695
20260210,010142.076916,010142.076916,0.0,721.326 um_pwv,880.576 um_pwv,35.0,3.312 K,1.69933
20260210,010143.038246,010143.038246,0.0,721.677 um_pwv,881.005 um_pwv,35.0,3.348 K,1.70016
20260210,010143.998134,010143.998134,0.0,720.479 um_pwv,879.542 um_pwv,35.0,3.252 K,1.69733
20260210,010144.959877,010144.959877,0.0,720.088 um_pwv,879.065 um_pwv,35.0,3.18 K,1.69640
20260210,010145.918267,010145.918267,0.0,720.283 um_pwv,879.303 um_pwv,35.0,3.063 K,1.69687
20260210,010146.875705,010146.875705,0.0,719.448 um_pwv,878.284 um_pwv,35.0,2.931 K,1.69489
20260210,010147.839725,010147.839725,0.0,719.431 um_pwv,878.263 um_pwv,35.0,2.819 K,1.69485
20260210,010148.798083,010148.798083,0.0,719.129 um_pwv,877.894 um_pwv,35.0,2.773 K,1.69414
20260210,010149.760140,010149.760140,0.0,719.821 um_pwv,878.739 um_pwv,35.0,2.702 K,1.69577
20260210,010150.716682,010150.716682,0.0,720.834 um_pwv,879.976 um_pwv,35.0,2.652 K,1.69817
20260210,010151.676859,010151.676859,0.0,724.006 um_pwv,883.849 um_pwv,35.0,2.813 K,1.70566
20260210,010152.639917,010152.639917,0.0,725.795 um_pwv,886.032 um_pwv,35.0,2.896 K,1.70989
20260210,010153.599666,010153.599666,0.0,726.966 um_pwv,887.462 um_pwv,35.0,2.966 K,1.71266
20260210,010154.559498,010154.559498,0.0,730.869 um_pwv,892.226 um_pwv,35.0,3.155 K,1.72188
20260210,010155.521184,010155.521184,0.0,731.667 um_pwv,893.2 um_pwv,35.0,3.142 K,1.72377
20260210,010156.480165,010156.480165,0.0,733.198 um_pwv,895.07 um_pwv,35.0,3.143 K,1.72739
20260210,010157.434743,010157.434743,0.0,732.36 um_pwv,894.046 um_pwv,35.0,3.283 K,1.72541
20260210,010158.398607,010158.398607,0.0,730.188 um_pwv,891.395 um_pwv,35.0,3.234 K,1.72027
20260210,010159.357099,010159.357099,0.0,727.516 um_pwv,888.133 um_pwv,35.0,3.211 K,1.71396
20260210,010200.320115,010200.320115,0.0,724.5 um_pwv,884.451 um_pwv,35.0,3.167 K,1.70683
20260210,010201.277747,010201.277747,0.0,721.581 um_pwv,880.888 um_pwv,35.0,3.032 K,1.69993
20260210,010202.240504,010202.240504,0.0,719.904 um_pwv,878.84 um_pwv,35.0,3.043 K,1.69597
20260210,010203.201291,010203.201291,0.0,717.782 um_pwv,876.25 um_pwv,35.0,2.952 K,1.69095
20260210,010204.161170,010204.161170,0.0,716.773 um_pwv,875.019 um_pwv,35.0,2.921 K,1.68857
20260210,010205.116891,010205.116891,0.0,715.354 um_pwv,873.286 um_pwv,35.0,2.928 K,1.68522
20260210,010206.078537,010206.078537,0.0,714.943 um_pwv,872.784 um_pwv,35.0,3.054 K,1.68425
20260210,010207.037291,010207.037291,0.0,716.738 um_pwv,874.976 um_pwv,35.0,3.21 K,1.68849
20260210,010207.997081,010207.997081,0.0,718.703 um_pwv,877.375 um_pwv,35.0,3.222 K,1.69313
20260210,010208.958326,010208.958326,0.0,720.941 um_pwv,880.106 um_pwv,35.0,3.285 K,1.69842
20260210,010209.919827,010209.919827,0.0,721.795 um_pwv,881.149 um_pwv,35.0,3.353 K,1.70044
20260210,010210.878298,010210.878298,0.0,720.727 um_pwv,879.846 um_pwv,35.0,3.335 K,1.69792
20260210,010211.837385,010211.837385,0.0,722.234 um_pwv,881.685 um_pwv,35.0,3.303 K,1.70148
20260210,010212.798875,010212.798875,0.0,721.19 um_pwv,880.41 um_pwv,35.0,3.22 K,1.69901
20260210,010213.757097,010213.757097,0.0,721.51 um_pwv,880.801 um_pwv,35.0,3.171 K,1.69977
20260210,010214.721516,010214.721516,0.0,720.965 um_pwv,880.136 um_pwv,35.0,3.069 K,1.69848
20260210,010215.681033,010215.681033,0.0,718.898 um_pwv,877.613 um_pwv,35.0,2.982 K,1.69359
20260210,010216.640250,010216.640250,0.0,719.466 um_pwv,878.306 um_pwv,35.0,2.9 K,1.69493
20260210,010217.599290,010217.599290,0.0,719.708 um_pwv,878.602 um_pwv,35.0,2.806 K,1.69551
20260210,010218.560660,010218.560660,0.0,721.439 um_pwv,880.714 um_pwv,35.0,2.703 K,1.69960
20260210,010219.520200,010219.520200,0.0,723.281 um_pwv,882.963 um_pwv,35.0,2.843 K,1.70395
20260210,010220.479167,010220.479167,0.0,722.02 um_pwv,881.424 um_pwv,35.0,2.725 K,1.70097
20260210,010221.437239,010221.437239,0.0,725.365 um_pwv,885.507 um_pwv,35.0,2.815 K,1.70888
20260210,010222.399305,010222.399305,0.0,724.554 um_pwv,884.517 um_pwv,35.0,2.935 K,1.70696
20260210,010223.358594,010223.358594,0.0,728.593 um_pwv,889.448 um_pwv,35.0,3.074 K,1.71650
20260210,010224.321083,010224.321083,0.0,730.357 um_pwv,891.601 um_pwv,35.0,3.134 K,1.72067
20260210,010225.280625,010225.280625,0.0,733.271 um_pwv,895.158 um_pwv,35.0,3.17 K,1.72756
20260210,010226.238469,010226.238469,0.0,732.938 um_pwv,894.753 um_pwv,35.0,3.257 K,1.72677
20260210,010227.199607,010227.199607,0.0,732.023 um_pwv,893.636 um_pwv,35.0,3.216 K,1.72461
20260210,010228.161038,010228.161038,0.0,729.943 um_pwv,891.096 um_pwv,35.0,3.189 K,1.71969
20260210,010229.119206,010229.119206,0.0,728.18 um_pwv,888.944 um_pwv,35.0,3.239 K,1.71553
20260210,010230.080222,010230.080222,0.0,724.5 um_pwv,884.451 um_pwv,35.0,3.074 K,1.70683
20260210,010231.041912,010231.041912,0.0,723.471 um_pwv,883.195 um_pwv,35.0,3.101 K,1.70440
20260210,010231.999867,010231.999867,0.0,720.354 um_pwv,879.39 um_pwv,35.0,2.96 K,1.69703
20260210,010232.956964,010232.956964,0.0,716.738 um_pwv,874.976 um_pwv,35.0,2.911 K,1.68849
20260210,010233.920251,010233.920251,0.0,716.243 um_pwv,874.371 um_pwv,35.0,2.965 K,1.68732
20260210,010234.880548,010234.880548,0.0,715.248 um_pwv,873.157 um_pwv,35.0,3.018 K,1.68497
20260210,010235.841430,010235.841430,0.0,715.848 um_pwv,873.889 um_pwv,35.0,3.033 K,1.68638
