DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20260210,050136.025730,050136.025730,0.0,768.742 um_pwv,938.46 um_pwv,35.0,2.656 K,1.81138
20260210,050137.086750,050137.086750,0.0,769.094 um_pwv,938.891 um_pwv,35.0,2.676 K,1.81222
20260210,050138.049461,050138.049461,0.0,772.449 um_pwv,942.987 um_pwv,35.0,2.753 K,1.82015
20260210,050139.008791,050139.008791,0.0,773.052 um_pwv,943.722 um_pwv,35.0,2.809 K,1.82157
20260210,050139.969200,050139.969200,0.0,775.869 um_pwv,947.161 um_pwv,35.0,3.077 K,1.82823
20260210,050140.926193,050140.926193,0.0,776.7 um_pwv,948.176 um_pwv,35.0,3.112 K,1.83019
20260210,050141.885894,050141.885894,0.0,778.189 um_pwv,949.993 um_pwv,35.0,2.999 K,1.83371
20260210,050142.843637,050142.843637,0.0,778.477 um_pwv,950.345 um_pwv,35.0,3.086 K,1.83439
20260210,050143.807898,050143.807898,0.0,779.334 um_pwv,951.391 um_pwv,35.0,2.946 K,1.83642
20260210,050144.769774,050144.769774,0.0,776.75 um_pwv,948.237 um_pwv,35.0,2.816 K,1.83031
20260210,050145.729874,050145.729874,0.0,776.213 um_pwv,947.582 um_pwv,35.0,2.764 K,1.82904
20260210,050146.689428,050146.689428,0.0,775.517 um_pwv,946.731 um_pwv,35.0,2.577 K,1.82740
20260210,050147.649132,050147.649132,0.0,776.359 um_pwv,947.759 um_pwv,35.0,2.58 K,1.82939
20260210,050148.606049,050148.606049,0.0,775.762 um_pwv,947.03 um_pwv,35.0,2.5 K,1.82797
20260210,050149.568946,050149.568946,0.0,774.931 um_pwv,946.016 um_pwv,35.0,2.396 K,1.82601
20260210,050150.526363,050150.526363,0.0,777.816 um_pwv,949.538 um_pwv,35.0,2.547 K,1.83283
20260210,050151.484812,050151.484812,0.0,780.111 um_pwv,952.34 um_pwv,35.0,2.597 K,1.83825
20260210,050152.448071,050152.448071,0.0,784.737 um_pwv,957.987 um_pwv,35.0,2.694 K,1.84919
20260210,050153.407106,050153.407106,0.0,784.637 um_pwv,957.865 um_pwv,35.0,2.749 K,1.84895
20260210,050154.364955,050154.364955,0.0,787.908 um_pwv,961.858 um_pwv,35.0,2.89 K,1.85668
